order_id,customer_id,order_datetime,channel,currency,current_status,is_active,deleted_at,order_total
23964,29404,2024-02-03T06:37:51,mobile,PYG,delivered,1,,1228.37
23965,12541,2025-07-10T05:07:17,store,PYG,paid,1,,397.46
23966,2306,2024-07-04T14:21:11,mobile,PYG,packed,1,,1390.88
23967,27460,2024-03-19T21:08:55,store,PYG,delivered,1,,550.96
23968,21484,2025-07-18T04:14:16,mobile,PYG,refunded,1,,1912.05
23969,13719,2024-06-15T02:30:23,web,PYG,delivered,1,,2917.3
23970,12139,2025-01-21T07:26:24,store,PYG,delivered,1,,2654.17
23971,846,2024-12-07T19:44:12,phone,PYG,paid,1,,6582.28
23972,2234,2025-10-10T18:23:24,store,USD,delivered,1,,1270.88
23973,24155,2024-05-30T13:24:21,mobile,PYG,packed,1,,2763.44
23974,16515,2024-12-10T00:28:25,web,PYG,shipped,1,,4535.95
23975,15758,2025-08-01T20:29:00,web,PYG,delivered,1,,1317.57
23976,21763,2024-11-03T04:28:45,web,PYG,shipped,1,,1018.05
23977,7145,2025-09-04T21:57:49,store,USD,delivered,1,,2969.09
23978,114,2024-01-25T12:23:25,mobile,PYG,delivered,1,,2865.9
23979,27387,2025-11-28T11:20:09,web,PYG,paid,1,,4289.17
23980,7758,2025-07-27T12:16:28,web,PYG,delivered,1,,4798.11
23981,7811,2024-11-15T20:30:36,store,PYG,paid,1,,1955.96
23982,11434,2025-01-14T19:29:40,web,PYG,paid,1,,3418.2
23983,15435,2025-08-22T15:52:19,web,PYG,packed,1,,2559.94
23984,6315,2025-04-25T09:41:34,web,PYG,packed,1,,461.56
23985,3941,2024-02-04T03:57:10,store,PYG,delivered,1,,829.86
23986,18872,2025-06-30T13:32:48,web,PYG,packed,1,,1757.9
23987,14978,2025-02-20T22:02:04,web,PYG,delivered,1,,1683.51
23988,17219,2025-02-23T05:36:27,web,PYG,paid,1,,2498.86
23989,11822,2025-02-08T01:07:38,web,PYG,delivered,1,,629.88
23990,20352,2025-12-04T17:21:22,web,PYG,delivered,1,,1769.0
23991,17663,2025-02-25T14:44:40,mobile,PYG,delivered,1,,2119.28
23992,11488,2024-01-12T09:59:43,store,PYG,shipped,1,,2476.62
23993,11314,2024-09-23T21:23:37,mobile,PYG,packed,1,,1807.69
23994,28835,2025-10-12T06:07:42,mobile,PYG,packed,1,,2597.77
23995,1907,2025-09-04T22:53:04,store,PYG,paid,1,,1046.92
23996,8944,2024-05-10T07:25:56,web,PYG,shipped,1,,1189.59
23997,3573,2024-02-22T21:18:10,store,PYG,refunded,1,,0.0
23998,25217,2025-10-26T16:02:11,web,PYG,delivered,1,,57.47
23999,822,2025-09-06T08:45:29,mobile,PYG,paid,1,,413.22
24000,24176,2024-04-10T17:17:28,web,PYG,delivered,1,,3841.73
24001,13286,2025-01-28T22:30:35,web,PYG,delivered,1,,0.0
24002,25998,2024-04-05T13:40:44,mobile,PYG,paid,1,,4600.44
24003,5060,2025-02-19T08:45:13,mobile,USD,packed,1,,883.28
24004,29754,2024-08-21T05:46:33,web,PYG,delivered,1,,1653.87
24005,27215,2024-07-11T11:03:00,store,USD,paid,1,,2194.44
24006,13176,2024-01-23T19:10:34,mobile,PYG,delivered,1,,653.8
24007,47,2025-08-28T03:20:12,web,PYG,cancelled,1,,3498.75
24008,5974,2024-04-28T01:15:37,web,PYG,shipped,1,,717.3
24009,17816,2025-07-17T08:23:45,store,USD,delivered,1,,486.45
24010,12802,2025-04-05T17:33:39,store,PYG,delivered,1,,738.82
24011,19363,2024-03-15T22:11:27,mobile,PYG,delivered,1,,0.0
24012,12033,2024-01-10T22:33:37,web,PYG,paid,1,,1812.6
24013,21861,2025-08-02T08:17:53,web,PYG,shipped,1,,2194.97
24014,18944,2025-01-14T07:42:46,store,PYG,packed,1,,2194.72
24015,10174,2024-01-27T19:13:32,web,PYG,cancelled,1,,1903.56
24016,10205,2024-02-26T08:49:58,web,PYG,paid,1,,1261.91
24017,16308,2025-02-01T11:58:53,store,PYG,delivered,1,,4088.9
24018,850,2024-05-28T16:45:08,web,PYG,paid,1,,1584.41
24019,26260,2024-10-13T08:21:57,web,USD,created,1,,3388.74
24020,18189,2025-09-14T09:58:28,web,PYG,delivered,1,,2633.01
24021,20323,2024-07-24T22:46:47,web,PYG,cancelled,1,,187.84
24022,9968,2024-07-13T13:35:54,store,PYG,created,1,,3148.87
24023,804,2024-07-08T02:15:15,store,PYG,paid,1,,2197.07
24024,18863,2025-04-30T01:42:36,store,PYG,paid,1,,705.78
24025,13779,2025-09-19T03:59:33,web,USD,shipped,1,,691.73
24026,26335,2025-10-27T20:49:40,phone,PYG,shipped,1,,2427.58
24027,10338,2025-07-17T00:56:24,store,PYG,delivered,1,,1918.36
24028,18422,2024-01-16T19:08:49,mobile,PYG,delivered,1,,819.82
24029,14453,2025-05-25T16:12:00,store,USD,delivered,1,,204.9
24030,8612,2025-03-19T01:52:13,web,PYG,delivered,1,,1797.86
24031,26534,2024-06-13T11:12:32,mobile,PYG,paid,1,,0.0
24032,21696,2025-06-28T20:08:04,mobile,PYG,refunded,1,,2657.93
24033,24420,2024-05-05T03:00:23,store,PYG,paid,1,,2565.95
24034,176,2025-12-18T18:19:00,store,PYG,cancelled,1,,2492.66
24035,9278,2024-07-06T19:54:14,mobile,PYG,paid,1,,1474.78
24036,15548,2024-07-11T18:43:39,web,USD,paid,1,,512.65
24037,10634,2024-01-05T02:34:30,mobile,PYG,cancelled,1,,1269.61
24038,9984,2025-06-08T22:28:52,store,PYG,packed,1,,1718.16
24039,18180,2025-09-05T05:04:43,web,PYG,paid,1,,502.06
24040,25134,2025-03-09T23:19:15,web,PYG,cancelled,1,,3618.07
24041,17788,2025-11-11T02:08:28,store,PYG,paid,1,,5528.1
24042,2041,2024-12-27T17:02:05,mobile,PYG,delivered,1,,1783.26
24043,25445,2024-01-26T18:27:36,mobile,PYG,shipped,1,,4597.6
24044,24902,2025-07-03T18:57:53,web,USD,delivered,1,,597.06
24045,15626,2024-02-17T13:59:38,web,USD,created,1,,1986.13
24046,18737,2025-09-18T21:01:45,store,USD,created,1,,727.2
24047,9246,2024-09-23T11:55:02,mobile,PYG,cancelled,1,,0.0
24048,2830,2025-06-01T02:02:01,web,PYG,refunded,1,,238.45
24049,7114,2025-09-17T23:38:37,store,PYG,paid,1,,3871.98
24050,4991,2024-04-02T20:22:11,web,PYG,shipped,1,,172.38
24051,23586,2025-09-26T11:54:19,web,PYG,cancelled,1,,922.15
24052,25488,2024-03-13T05:09:09,phone,PYG,shipped,1,,375.51
24053,6600,2025-05-31T15:40:00,web,USD,paid,1,,2263.31
24054,18386,2024-07-04T06:53:26,mobile,PYG,paid,1,,2966.75
24055,28035,2025-09-24T16:57:00,mobile,USD,paid,1,,3552.7
24056,10680,2025-06-20T03:23:13,web,USD,delivered,1,,2233.49
24057,10498,2025-01-27T16:47:54,store,PYG,created,1,,6322.79
24058,13474,2025-11-19T00:27:42,mobile,PYG,packed,1,,1478.93
24059,455,2025-08-08T16:29:15,web,PYG,paid,1,,219.95
24060,5962,2025-02-23T20:37:14,mobile,PYG,cancelled,1,,2096.1
24061,28400,2024-02-03T13:20:25,store,USD,paid,1,,1979.75
24062,9249,2024-03-26T13:57:16,web,PYG,delivered,1,,1978.7
24063,17760,2025-01-16T18:15:18,mobile,PYG,shipped,1,,725.79
24064,5524,2025-12-21T20:11:30,web,PYG,paid,1,,6191.31
24065,23401,2025-03-12T08:20:31,web,PYG,delivered,1,,4002.86
24066,14219,2025-07-03T08:54:29,web,PYG,shipped,1,,6340.01
24067,19463,2024-08-30T10:31:00,store,PYG,packed,1,,5415.39
24068,2960,2024-03-17T07:35:32,phone,PYG,delivered,1,,2228.7
24069,22015,2024-06-16T21:07:00,web,PYG,delivered,1,,0.0
24070,16900,2025-09-19T10:34:54,mobile,PYG,delivered,1,,1068.27
24071,24361,2024-01-28T09:18:31,web,USD,created,1,,514.5
24072,12989,2025-07-31T22:08:35,mobile,PYG,paid,1,,420.38
24073,11149,2024-08-09T12:06:30,web,PYG,delivered,1,,1173.02
24074,11150,2025-04-09T20:51:07,phone,PYG,delivered,1,,2270.85
24075,10091,2026-01-22T05:19:30,store,PYG,paid,1,,4434.78
24076,3267,2025-10-27T05:07:15,mobile,PYG,paid,1,,2181.05
24077,23016,2025-10-13T15:38:01,web,PYG,packed,1,,1441.46
24078,29462,2025-12-13T08:15:12,web,PYG,paid,1,,316.96
24079,6826,2024-09-24T03:48:32,phone,PYG,shipped,1,,4133.65
24080,18066,2024-09-18T22:39:29,store,PYG,paid,1,,2682.91
24081,21297,2024-05-31T11:05:24,store,PYG,refunded,1,,1893.55
24082,26009,2025-02-10T22:03:43,store,PYG,paid,1,,552.42
24083,24646,2025-06-05T12:09:38,mobile,PYG,paid,1,,1196.8
24084,13235,2024-12-13T17:42:19,mobile,PYG,delivered,1,,2055.0
24085,17783,2025-05-04T19:54:32,phone,PYG,packed,1,,2786.03
24086,13882,2024-04-20T14:49:37,store,USD,paid,1,,3283.82
24087,20617,2025-03-26T01:59:27,store,USD,packed,1,,0.0
24088,15230,2025-01-12T18:44:14,web,PYG,delivered,1,,447.78
24089,14107,2024-03-27T23:04:22,mobile,PYG,packed,1,,1130.18
24090,66,2025-01-15T08:27:57,web,PYG,cancelled,1,,3541.32
24091,13415,2025-03-12T23:39:25,phone,PYG,packed,1,,0.0
24092,13235,2024-04-16T21:02:26,store,PYG,delivered,1,,641.55
24093,22110,2025-08-24T10:38:37,store,PYG,packed,1,,1017.87
24094,11457,2024-01-15T11:33:01,store,PYG,delivered,1,,4431.06
24095,16350,2024-05-02T17:45:53,store,PYG,created,1,,2654.13
24096,13197,2025-02-11T20:45:13,web,PYG,delivered,1,,686.8
24097,28685,2025-05-05T22:09:52,web,PYG,paid,1,,1956.79
24098,29880,2024-05-12T10:46:21,mobile,PYG,packed,1,,906.7
24099,17864,2024-01-14T16:33:36,phone,PYG,delivered,1,,0.0
24100,552,2025-02-24T08:19:15,store,PYG,shipped,1,,754.54
24101,28919,2025-08-07T16:23:32,store,USD,delivered,1,,2689.46
24102,23628,2025-05-29T21:26:29,mobile,PYG,shipped,1,,980.86
24103,27666,2024-07-15T16:47:29,store,PYG,shipped,1,,0.0
24104,20645,2024-06-02T16:14:36,store,PYG,delivered,1,,1674.96
24105,22153,2024-11-20T07:58:14,store,PYG,paid,1,,341.76
24106,29748,2024-09-24T18:58:41,web,PYG,delivered,1,,787.17
24107,13780,2024-09-18T09:49:29,web,PYG,paid,1,,2477.67
24108,3879,2025-07-05T05:00:07,web,PYG,delivered,1,,5893.92
24109,21067,2025-04-15T04:31:48,web,PYG,shipped,1,,1325.19
24110,2246,2025-09-29T03:28:19,web,PYG,packed,1,,2535.97
24111,26020,2025-07-15T07:49:12,store,USD,delivered,1,,1520.7
24112,14169,2025-01-06T13:15:40,web,USD,shipped,1,,1784.38
24113,8672,2026-02-05T21:49:01,store,PYG,delivered,1,,3208.81
24114,21415,2024-09-26T14:53:07,store,PYG,delivered,1,,940.7
24115,173,2025-08-25T14:05:25,web,PYG,packed,1,,2239.58
24116,11884,2024-10-09T22:40:31,mobile,PYG,created,1,,41.97
24117,5925,2024-05-09T23:51:30,web,PYG,delivered,1,,2635.33
24118,21010,2025-08-08T11:48:25,web,PYG,paid,1,,1475.61
24119,5099,2024-01-13T18:12:09,web,PYG,delivered,1,,432.48
24120,19432,2024-01-10T09:13:25,web,PYG,shipped,1,,3139.31
24121,8556,2025-09-26T05:39:44,web,PYG,delivered,1,,569.09
24122,20270,2024-05-28T10:12:36,mobile,PYG,packed,1,,302.59
24123,14725,2024-10-18T01:50:54,web,PYG,delivered,1,,2013.76
24124,18874,2024-01-02T20:00:47,web,PYG,delivered,1,,143.74
24125,29042,2025-09-27T07:41:15,mobile,PYG,paid,1,,913.37
24126,7641,2025-01-01T03:17:15,store,PYG,delivered,1,,100.82
24127,21404,2024-01-25T21:52:39,web,PYG,delivered,1,,3514.0
24128,19976,2024-02-29T00:28:00,web,PYG,packed,1,,1102.26
24129,13413,2024-03-30T13:38:13,mobile,PYG,packed,1,,803.39
24130,6806,2025-04-05T01:54:32,web,PYG,paid,1,,1307.64
24131,4785,2025-11-28T23:13:28,store,PYG,packed,1,,2142.19
24132,4868,2025-07-10T00:04:30,mobile,USD,packed,1,,3357.34
24133,1598,2025-08-09T19:03:31,mobile,PYG,packed,1,,164.22
24134,1106,2025-09-27T10:13:05,store,PYG,delivered,1,,1483.6
24135,24320,2025-10-18T05:18:53,store,PYG,paid,1,,1000.0
24136,5280,2024-09-15T09:53:39,store,PYG,shipped,1,,389.75
24137,26561,2024-04-02T15:21:54,web,PYG,cancelled,1,,2011.59
24138,21507,2024-02-29T00:02:36,store,PYG,paid,1,,1467.36
24139,21139,2024-12-26T21:13:51,web,PYG,cancelled,1,,2766.56
24140,7358,2025-11-04T11:40:25,store,PYG,packed,1,,1532.26
24141,23660,2025-12-12T10:28:33,web,PYG,cancelled,1,,1599.2
24142,2492,2026-01-22T01:06:12,web,PYG,delivered,1,,609.56
24143,3326,2024-08-11T14:03:27,store,PYG,delivered,1,,2396.68
24144,17080,2025-03-26T19:44:32,web,PYG,delivered,1,,1045.26
24145,20863,2025-01-01T17:41:11,web,PYG,paid,1,,3114.35
24146,23218,2024-05-07T06:50:51,web,PYG,paid,1,,1262.7
24147,6673,2024-06-04T14:17:04,phone,PYG,paid,1,,208.65
24148,14991,2024-07-12T09:12:48,web,PYG,paid,1,,6576.4
24149,23614,2025-08-11T05:17:12,store,PYG,packed,1,,3913.67
24150,7844,2025-07-25T11:13:29,web,PYG,paid,1,,0.0
24151,7518,2025-05-27T09:09:55,web,PYG,packed,1,,3103.75
24152,86,2025-10-29T19:06:54,mobile,PYG,cancelled,1,,2734.89
24153,26057,2025-03-11T09:11:05,web,PYG,created,1,,476.15
24154,4500,2024-07-19T02:13:26,store,USD,paid,1,,1046.88
24155,9298,2025-04-21T13:12:56,phone,PYG,delivered,1,,2000.5
24156,26582,2024-08-31T08:52:46,mobile,USD,packed,1,,1174.28
24157,6446,2024-07-02T11:54:29,web,PYG,paid,1,,7037.44
24158,17656,2025-06-23T08:10:07,store,USD,paid,1,,729.0
24159,19347,2024-12-09T21:15:42,web,PYG,delivered,1,,2793.07
24160,5642,2024-02-01T20:10:16,web,PYG,delivered,1,,2488.2
24161,25948,2024-09-22T10:41:41,store,PYG,paid,1,,4379.03
24162,24408,2025-04-09T23:04:36,phone,PYG,packed,1,,2466.09
24163,5853,2025-02-03T03:20:01,mobile,PYG,cancelled,1,,1534.49
24164,7208,2024-07-08T20:57:53,mobile,PYG,delivered,1,,2630.79
24165,3155,2025-06-28T14:17:53,store,PYG,delivered,1,,2040.91
24166,18825,2025-07-12T03:25:43,web,PYG,delivered,1,,2403.31
24167,7878,2025-05-03T19:41:10,mobile,PYG,paid,1,,1277.13
24168,10086,2025-11-17T07:07:54,web,PYG,paid,1,,4055.67
24169,24813,2025-09-04T16:40:15,mobile,PYG,delivered,1,,1494.53
24170,7737,2025-07-21T17:13:51,web,PYG,paid,1,,3647.93
24171,16679,2025-08-18T05:00:59,web,PYG,packed,1,,1819.44
24172,11654,2025-10-11T01:26:37,store,PYG,paid,1,,1094.72
24173,29897,2025-04-09T04:27:59,mobile,PYG,paid,0,2025-08-01T04:27:59,573.3
24174,20721,2024-03-08T22:19:37,web,PYG,paid,1,,785.32
24175,3581,2024-03-27T21:18:52,web,PYG,delivered,1,,346.17
24176,22206,2024-12-29T00:13:22,store,PYG,packed,1,,1227.63
24177,9080,2024-03-29T03:32:48,mobile,PYG,delivered,1,,2126.04
24178,22219,2024-06-01T11:46:21,web,PYG,packed,1,,1899.37
24179,4601,2025-11-11T15:36:13,web,USD,shipped,1,,2537.59
24180,773,2025-07-30T08:59:29,store,PYG,paid,1,,1925.25
24181,20760,2024-03-08T07:23:52,store,PYG,delivered,1,,1034.66
24182,14353,2025-06-01T10:44:39,store,PYG,shipped,1,,1873.7
24183,18112,2025-05-20T04:48:13,web,PYG,shipped,1,,3676.29
24184,1706,2025-04-06T23:24:04,store,PYG,delivered,1,,2759.9
24185,6407,2025-02-20T11:37:06,store,PYG,packed,1,,1304.86
24186,11966,2024-07-31T19:56:43,mobile,PYG,paid,1,,2809.66
24187,14256,2025-10-22T16:26:20,web,PYG,paid,1,,777.74
24188,16761,2025-05-06T10:47:58,web,PYG,packed,1,,2969.65
24189,1588,2026-01-13T19:18:22,store,PYG,delivered,1,,1924.65
24190,17953,2025-12-22T16:12:50,web,PYG,paid,1,,0.0
24191,19813,2025-02-05T14:02:25,web,PYG,refunded,1,,2918.42
24192,8502,2024-11-20T14:27:29,mobile,PYG,delivered,1,,373.48
24193,16818,2026-01-30T21:22:35,mobile,PYG,refunded,1,,3494.06
24194,28075,2025-11-09T08:47:14,web,PYG,delivered,1,,3523.94
24195,26113,2024-07-03T10:51:29,web,PYG,paid,1,,2057.26
24196,22289,2024-01-31T22:49:55,web,PYG,shipped,1,,2222.88
24197,15528,2026-01-06T14:16:56,web,USD,shipped,1,,1661.54
24198,26490,2026-01-24T14:37:00,store,PYG,cancelled,1,,318.83
24199,5408,2024-06-06T14:17:38,web,PYG,delivered,1,,577.84
24200,24187,2024-06-24T21:26:29,web,PYG,paid,1,,1137.6
24201,3980,2025-09-15T10:20:25,web,PYG,cancelled,1,,3103.95
24202,21437,2024-07-10T12:05:22,web,PYG,packed,1,,2162.79
24203,24198,2025-08-09T13:00:27,web,PYG,delivered,1,,1056.4
24204,8756,2024-07-26T20:49:18,mobile,PYG,delivered,1,,0.0
24205,14944,2024-05-04T09:03:47,web,USD,delivered,1,,4157.22
24206,330,2025-11-16T10:31:28,web,PYG,paid,1,,5428.1
24207,19899,2025-02-08T23:15:01,web,USD,packed,1,,3489.45
24208,4318,2024-12-29T22:08:06,store,PYG,paid,1,,1874.03
24209,15282,2025-06-07T16:38:36,store,PYG,packed,1,,3943.25
24210,16479,2025-12-13T11:16:43,web,PYG,packed,1,,1846.92
24211,8051,2024-10-12T00:00:46,phone,USD,shipped,1,,244.95
24212,24697,2024-09-17T00:39:44,web,PYG,created,1,,1450.67
24213,5959,2024-06-20T19:23:19,mobile,PYG,delivered,1,,2250.95
24214,16997,2026-02-03T09:51:33,mobile,PYG,created,1,,2267.66
24215,28573,2025-02-06T11:19:13,mobile,PYG,refunded,1,,869.34
24216,3329,2025-06-19T16:27:34,store,PYG,refunded,1,,743.18
24217,9150,2025-06-11T04:33:08,store,PYG,packed,1,,5870.47
24218,6705,2024-12-09T02:30:26,mobile,PYG,delivered,1,,730.32
24219,29525,2025-01-25T23:42:32,web,PYG,delivered,1,,596.8
24220,3569,2024-09-05T08:14:58,mobile,PYG,shipped,1,,1183.08
24221,15714,2024-09-11T17:46:22,store,PYG,packed,1,,2796.27
24222,6975,2024-06-29T16:56:14,store,PYG,cancelled,1,,3066.08
24223,17316,2024-01-18T23:04:53,web,USD,delivered,1,,2060.23
24224,27054,2024-07-28T10:54:04,store,PYG,packed,1,,3507.02
24225,1611,2025-05-22T08:00:30,store,PYG,delivered,1,,1326.42
24226,24566,2024-05-22T12:43:04,store,PYG,refunded,1,,1320.0
24227,19654,2025-09-08T10:40:47,web,PYG,delivered,1,,3929.11
24228,18424,2025-03-06T10:16:09,web,PYG,cancelled,1,,822.07
24229,8540,2024-03-16T14:05:09,mobile,PYG,delivered,1,,3148.44
24230,24436,2024-09-05T08:19:38,web,PYG,packed,1,,3431.46
24231,22001,2025-04-18T01:13:26,mobile,PYG,delivered,1,,12.96
24232,8528,2025-10-12T20:02:46,web,PYG,paid,1,,1817.55
24233,17571,2025-08-05T01:37:20,mobile,PYG,paid,1,,1147.09
24234,20627,2024-12-02T07:13:56,web,PYG,packed,1,,0.0
24235,7975,2024-04-30T10:24:42,mobile,PYG,packed,1,,2115.78
24236,23933,2025-07-06T01:15:53,store,USD,shipped,1,,841.45
24237,8657,2026-01-04T09:24:48,store,PYG,shipped,1,,1765.75
24238,27619,2025-01-10T10:10:10,web,PYG,created,1,,2176.76
24239,27739,2025-12-14T09:02:41,mobile,PYG,packed,1,,1198.65
24240,16647,2025-07-30T04:21:48,store,PYG,paid,1,,3200.77
24241,532,2025-12-10T12:26:14,web,PYG,delivered,1,,1739.67
24242,29938,2024-05-03T04:00:41,store,PYG,packed,1,,1367.66
24243,5304,2025-01-27T05:28:14,web,PYG,delivered,1,,3364.12
24244,10197,2025-01-14T08:18:47,mobile,PYG,paid,1,,3670.75
24245,17448,2025-04-18T08:47:01,web,PYG,paid,1,,644.65
24246,13578,2024-05-01T09:02:55,mobile,PYG,delivered,1,,1004.77
24247,21506,2024-07-16T22:32:06,mobile,PYG,paid,1,,302.22
24248,11498,2024-05-06T02:33:25,mobile,PYG,paid,1,,6997.8
24249,19191,2024-10-16T07:50:44,web,PYG,shipped,1,,2002.28
24250,22487,2025-01-20T14:41:35,store,PYG,refunded,1,,3213.74
24251,9089,2024-07-30T07:32:38,store,PYG,delivered,1,,1411.2
24252,14796,2025-09-26T02:50:32,web,PYG,paid,1,,1373.28
24253,22450,2024-02-01T17:58:48,store,PYG,delivered,1,,0.0
24254,6658,2024-12-06T01:12:31,mobile,PYG,shipped,1,,2346.48
24255,16273,2024-06-04T23:28:26,web,PYG,delivered,1,,0.0
24256,11080,2025-05-29T22:08:28,store,PYG,refunded,1,,1857.14
24257,20854,2025-05-23T21:21:44,mobile,PYG,created,1,,3299.64
24258,7956,2024-09-12T07:15:31,store,PYG,cancelled,1,,772.84
24259,10315,2026-01-04T01:30:37,mobile,PYG,paid,1,,1423.83
24260,6016,2025-10-23T04:45:46,mobile,USD,delivered,1,,555.39
24261,9112,2025-03-08T01:30:13,web,PYG,delivered,1,,263.61
24262,29453,2025-09-08T09:54:12,mobile,PYG,delivered,1,,2977.5
24263,11013,2024-07-03T16:13:05,mobile,PYG,created,1,,2139.01
24264,11713,2025-09-04T16:51:28,web,PYG,cancelled,1,,1574.51
24265,24674,2025-12-15T01:09:43,web,PYG,delivered,1,,4582.27
24266,18856,2024-03-21T23:22:33,web,PYG,paid,1,,2908.4
24267,5038,2024-11-07T19:23:22,mobile,USD,delivered,1,,2506.09
24268,6089,2026-01-07T02:15:34,phone,PYG,delivered,1,,4900.86
24269,14561,2024-03-07T21:56:14,mobile,PYG,packed,1,,1737.69
24270,25231,2024-06-13T00:51:50,web,PYG,delivered,1,,1645.03
24271,1605,2024-05-06T12:25:50,mobile,PYG,delivered,1,,1788.87
24272,29134,2024-03-12T13:25:26,store,PYG,delivered,1,,1109.88
24273,27931,2024-09-28T00:16:49,mobile,PYG,delivered,1,,3095.9
24274,16359,2024-01-15T10:55:46,phone,PYG,shipped,1,,2249.41
24275,27278,2025-12-11T00:17:33,store,PYG,paid,1,,1696.43
24276,28717,2025-03-26T07:37:45,web,PYG,shipped,1,,6740.77
24277,20001,2025-09-06T04:41:17,web,PYG,shipped,1,,3112.73
24278,5485,2025-02-11T05:32:41,store,PYG,delivered,1,,1972.91
24279,4585,2024-08-24T00:17:56,store,PYG,delivered,1,,1309.88
24280,11451,2024-06-12T10:41:44,store,PYG,shipped,1,,1945.63
24281,18835,2024-06-12T01:59:17,web,PYG,shipped,1,,1353.18
24282,7306,2024-07-06T08:13:12,web,PYG,paid,1,,729.45
24283,9365,2026-01-30T03:28:14,web,PYG,packed,1,,899.83
24284,19126,2025-08-27T00:08:04,web,PYG,packed,1,,4277.96
24285,8074,2024-09-13T01:41:10,web,USD,paid,1,,2652.76
24286,28958,2024-12-10T19:49:41,store,PYG,paid,1,,4043.26
24287,2533,2024-02-15T12:17:42,mobile,PYG,delivered,1,,839.09
24288,15668,2025-11-03T09:52:39,web,PYG,paid,1,,2827.87
24289,18177,2025-04-18T16:40:11,store,PYG,packed,1,,622.53
24290,5032,2024-08-23T22:14:36,phone,PYG,paid,1,,1196.38
24291,18492,2024-09-22T20:06:20,web,PYG,created,1,,631.2
24292,23813,2024-04-04T20:20:38,web,PYG,paid,1,,585.94
24293,8722,2024-12-18T05:27:05,web,USD,delivered,1,,2504.85
24294,24617,2024-03-22T23:43:02,web,PYG,shipped,1,,1997.83
24295,1007,2024-06-09T10:46:39,web,PYG,cancelled,1,,3455.73
24296,20033,2024-08-12T11:42:42,web,PYG,delivered,1,,320.28
24297,27674,2024-06-13T06:57:48,web,PYG,paid,1,,1138.26
24298,26052,2025-08-10T13:29:23,mobile,PYG,paid,1,,2203.76
24299,7737,2024-10-07T14:45:13,mobile,PYG,cancelled,1,,1451.87
24300,8541,2025-11-04T23:48:16,mobile,PYG,delivered,1,,1681.52
24301,16726,2026-01-26T01:28:21,web,PYG,delivered,1,,2914.03
24302,21376,2024-08-24T01:18:35,mobile,PYG,packed,1,,1448.7
24303,8324,2025-06-11T02:03:46,phone,PYG,packed,1,,4651.81
24304,2593,2026-01-12T21:22:16,store,PYG,created,1,,1492.09
24305,29681,2026-02-01T09:58:55,web,PYG,paid,1,,4537.33
24306,26732,2024-01-31T13:46:56,web,PYG,created,1,,3859.79
24307,6931,2024-12-15T12:03:23,phone,USD,paid,1,,737.75
24308,27499,2024-07-15T15:06:39,mobile,PYG,delivered,1,,2906.92
24309,4066,2025-12-17T03:00:59,web,PYG,delivered,1,,2080.74
24310,17450,2024-11-27T04:56:24,mobile,PYG,packed,1,,4940.34
24311,9043,2024-07-02T09:29:08,store,USD,shipped,1,,1813.3
24312,27972,2026-01-24T16:24:25,web,PYG,shipped,1,,1170.78
24313,23827,2024-12-21T18:28:44,web,PYG,delivered,1,,1333.16
24314,26325,2025-02-25T21:13:26,web,PYG,cancelled,1,,344.1
24315,10816,2024-05-05T17:36:55,web,PYG,delivered,1,,1535.08
24316,13263,2025-01-16T18:14:56,web,PYG,delivered,1,,1409.23
24317,19536,2024-03-16T22:03:15,web,PYG,paid,1,,1658.54
24318,13054,2024-08-03T04:41:25,store,PYG,shipped,1,,1105.23
24319,21609,2024-06-25T13:24:55,mobile,PYG,shipped,1,,3834.58
24320,712,2024-12-03T22:59:48,web,PYG,paid,1,,1724.41
24321,21874,2025-03-27T05:36:43,store,PYG,delivered,1,,3163.89
24322,4677,2025-11-06T06:20:15,mobile,PYG,shipped,1,,1226.8
24323,23580,2024-01-14T05:07:05,web,PYG,cancelled,1,,724.04
24324,28287,2024-12-11T23:11:19,web,PYG,shipped,1,,214.92
24325,21447,2024-07-06T03:48:26,web,USD,shipped,1,,0.0
24326,27848,2025-03-30T04:15:41,web,PYG,delivered,1,,2685.41
24327,10438,2025-02-07T16:46:28,store,PYG,delivered,1,,657.2
24328,26884,2024-02-11T13:59:06,web,PYG,shipped,1,,7479.76
24329,18621,2025-02-07T07:04:34,web,PYG,shipped,1,,3538.41
24330,28176,2025-09-08T13:47:11,web,PYG,shipped,1,,1692.41
24331,14181,2024-03-22T10:01:44,store,PYG,cancelled,1,,136.45
24332,25400,2025-11-16T06:06:53,store,PYG,delivered,1,,1495.12
24333,18358,2024-09-14T11:59:24,store,USD,paid,1,,1092.33
24334,8193,2024-12-08T02:10:19,web,USD,paid,1,,1966.79
24335,17038,2024-10-12T12:22:28,store,PYG,shipped,1,,4168.03
24336,22206,2025-02-17T05:51:16,store,USD,delivered,1,,2408.57
24337,26385,2024-02-25T04:50:37,web,USD,paid,1,,5420.44
24338,27604,2024-07-01T15:46:44,mobile,PYG,delivered,1,,1391.8
24339,2464,2024-07-28T03:42:55,web,PYG,delivered,1,,1981.53
24340,16140,2025-05-21T23:22:00,web,PYG,paid,1,,1701.53
24341,19898,2024-10-26T00:14:45,phone,PYG,delivered,1,,2880.18
24342,20423,2024-06-06T08:17:37,web,PYG,paid,1,,775.65
24343,23514,2024-07-20T11:20:27,phone,PYG,shipped,1,,685.33
