payment_id,order_id,payment_datetime,method,payment_status,amount,currency
30906,4980,2024-05-10T15:27:11,card,approved,1311.2,PYG
30907,64762,2025-03-13T19:32:03,card,approved,1643.12,PYG
30908,11021,2025-03-25T12:15:31,card,pending,537.32,PYG
30909,85368,2024-06-02T20:44:21,card,approved,2724.02,PYG
30910,75468,2024-11-28T05:27:55,card,pending,268.17,PYG
30911,114114,2025-08-26T17:16:55,card,approved,2467.06,PYG
30912,113663,2024-12-30T07:07:15,transfer,approved,1957.46,PYG
30913,55660,2024-09-03T21:50:11,card,approved,367.0,PYG
30914,86714,2026-01-22T04:40:26,card,approved,480.7,PYG
30915,81648,2024-04-03T14:37:12,card,approved,3248.97,PYG
30916,11227,2024-03-06T08:42:06,card,approved,439.95,PYG
30917,40172,2025-07-16T11:06:45,wallet,approved,1118.15,PYG
30918,88513,2024-05-31T20:21:26,transfer,approved,4466.19,PYG
30919,67808,2025-02-20T20:59:28,card,approved,527.56,PYG
30920,34152,2024-07-08T04:11:22,transfer,approved,911.35,PYG
30921,41308,2024-02-18T06:20:10,card,pending,442.2,PYG
30922,35637,2024-12-28T09:51:14,card,approved,1033.82,PYG
30923,45518,2025-08-06T10:19:12,card,approved,747.27,PYG
30924,13701,2025-06-09T10:11:40,transfer,approved,4073.85,PYG
30925,12257,2024-04-09T05:31:08,card,pending,2994.49,PYG
30926,63532,2026-01-21T11:51:16,card,rejected,0.0,PYG
30927,13702,2025-08-06T04:41:15,transfer,approved,1905.77,USD
30928,22704,2025-12-06T13:57:31,card,approved,5324.87,PYG
30929,102686,2024-09-30T09:15:49,cash,pending,2611.7,PYG
30930,104170,2025-03-04T21:01:30,card,pending,1477.06,USD
30931,71107,2024-11-20T13:03:56,cash,approved,3035.52,PYG
30932,113314,2024-04-14T12:56:54,card,approved,3340.07,USD
30933,107276,2025-08-22T08:04:48,card,approved,52.5,PYG
30934,71145,2024-01-07T06:26:36,cash,approved,1814.3,PYG
30935,65602,2024-08-26T20:49:16,card,approved,0.0,PYG
30936,15463,2025-04-25T23:58:02,transfer,approved,733.7,USD
30937,74586,2025-10-13T14:43:49,cash,approved,315.01,PYG
30938,52623,2025-05-29T02:47:59,card,pending,2802.9,USD
30939,27659,2025-06-09T14:14:39,card,approved,625.93,PYG
30940,38454,2024-12-09T18:50:18,wallet,approved,1947.7,PYG
30941,55227,2024-05-15T01:07:49,card,approved,99.09,PYG
30942,59446,2025-05-04T03:54:01,transfer,rejected,35.85,PYG
30943,57388,2025-07-08T00:15:36,transfer,approved,6259.16,PYG
30944,25964,2026-01-03T21:43:12,card,approved,3013.11,PYG
30945,95038,2024-05-17T17:47:29,cash,approved,2264.66,USD
30946,13825,2024-12-23T19:03:31,card,approved,1015.76,USD
30947,103274,2025-06-19T13:41:44,card,approved,1859.24,PYG
30948,2909,2024-06-13T13:50:43,card,approved,779.43,PYG
30949,107105,2025-05-11T17:01:34,cash,approved,318.85,PYG
30950,119305,2024-07-22T07:36:20,transfer,approved,3863.16,PYG
30951,111969,2025-12-22T17:48:35,card,approved,562.59,PYG
30952,106807,2025-12-19T11:33:24,card,approved,1800.3,PYG
30953,63897,2024-02-27T12:09:33,cash,approved,1190.67,PYG
30954,119762,2024-04-29T03:41:31,card,approved,4166.65,PYG
30955,5634,2024-10-04T09:26:21,card,approved,1279.91,PYG
30956,41840,2024-12-06T00:48:35,card,approved,1199.27,PYG
30957,46285,2024-04-16T17:17:43,card,approved,3742.16,PYG
30958,4057,2024-03-07T21:38:20,card,approved,2376.42,PYG
30959,1601,2025-05-30T14:29:54,card,approved,2335.4,PYG
30960,96868,2024-09-11T16:29:42,card,approved,1175.75,PYG
30961,110154,2024-11-27T17:20:12,transfer,approved,199.26,PYG
30962,103642,2025-12-07T09:09:01,cash,approved,407.9,USD
30963,70813,2025-04-11T15:10:50,card,approved,1285.21,PYG
30964,117316,2026-01-30T10:33:47,card,approved,96.38,PYG
30965,17313,2025-04-24T06:28:45,transfer,rejected,115.98,PYG
30966,91235,2024-01-14T08:57:14,card,approved,1115.32,USD
30967,55628,2026-02-09T11:54:11,card,approved,3754.99,PYG
30968,37064,2025-11-21T00:17:16,card,approved,1476.11,USD
30969,57904,2024-09-20T05:27:26,transfer,approved,1202.95,PYG
30970,106960,2024-07-29T14:05:49,card,approved,940.12,USD
30971,48165,2025-10-25T22:02:23,card,pending,1761.92,PYG
30972,35300,2025-01-26T10:31:01,card,approved,3214.48,PYG
30973,100038,2024-05-20T17:33:01,card,approved,2933.69,PYG
30974,94327,2025-12-23T21:28:33,transfer,approved,1096.43,PYG
30975,95060,2025-07-06T22:15:17,card,approved,3707.19,USD
30976,73635,2025-12-04T04:35:16,card,approved,40.64,PYG
30977,81222,2025-04-12T18:24:49,transfer,approved,430.34,USD
30978,40340,2024-07-07T11:30:03,cash,approved,1493.45,PYG
30979,14884,2024-03-26T09:37:24,wallet,approved,1422.31,PYG
30980,25207,2024-12-02T02:37:02,transfer,refunded,3660.53,PYG
30981,93785,2024-07-31T21:37:09,card,rejected,67.69,PYG
30982,69953,2026-01-28T09:15:34,transfer,approved,1223.16,PYG
30983,5916,2024-04-01T20:43:27,card,approved,2774.65,PYG
30984,33373,2025-07-29T11:38:13,card,approved,460.36,PYG
30985,72722,2025-07-06T17:16:26,card,approved,1319.92,PYG
30986,38738,2024-04-05T04:35:30,transfer,refunded,112.67,PYG
30987,53891,2025-01-06T07:39:49,card,approved,1834.31,PYG
30988,47070,2026-01-25T14:42:58,card,rejected,60.85,PYG
30989,89877,2024-01-12T01:32:48,card,approved,3067.07,PYG
30990,17434,2024-03-31T13:39:58,card,approved,3665.48,PYG
30991,9038,2025-04-30T23:19:22,card,approved,3041.07,PYG
30992,8811,2024-10-30T12:39:38,transfer,approved,1825.77,PYG
30993,49083,2025-03-17T03:39:25,card,approved,2936.95,PYG
30994,79379,2025-05-18T15:27:52,card,approved,1166.44,PYG
30995,97131,2025-01-27T14:56:06,transfer,refunded,88.04,PYG
30996,33955,2024-08-10T23:34:10,wallet,approved,699.74,PYG
30997,10350,2025-04-16T04:29:03,transfer,approved,2202.62,PYG
30998,71125,2025-03-06T17:26:23,cash,approved,1405.28,PYG
30999,32630,2025-03-11T19:59:52,cash,approved,155.38,PYG
31000,70096,2024-03-31T21:57:21,cash,approved,1754.24,PYG
31001,66611,2025-03-14T12:33:12,card,approved,132.3,PYG
31002,98720,2024-06-18T17:05:35,transfer,approved,3351.23,PYG
31003,59383,2024-07-17T15:57:33,card,approved,1981.2,PYG
31004,52401,2025-01-19T21:24:55,card,approved,1406.37,USD
31005,67993,2026-01-16T22:36:07,card,approved,1733.33,PYG
31006,33327,2024-03-09T06:43:42,cash,rejected,147.07,PYG
31007,46232,2024-04-28T21:26:13,card,approved,0.0,PYG
31008,62482,2024-11-03T14:39:16,transfer,approved,1692.66,PYG
31009,101654,2026-02-14T11:16:54,card,rejected,303.41,PYG
31010,32827,2024-02-05T16:23:41,card,approved,1649.04,PYG
31011,106915,2025-05-08T06:09:45,cash,pending,6543.86,USD
31012,67144,2025-03-01T03:18:49,card,approved,1952.96,PYG
31013,115023,2025-02-02T04:17:26,wallet,approved,573.46,PYG
31014,95744,2024-11-29T05:52:45,card,pending,597.57,PYG
31015,71538,2024-05-16T16:09:48,card,rejected,318.23,PYG
31016,95827,2025-04-15T03:40:49,card,approved,961.1,PYG
31017,113651,2025-12-10T10:31:36,wallet,approved,79.96,PYG
31018,45017,2025-05-16T00:51:16,card,approved,2730.3,PYG
31019,77067,2024-05-03T00:11:57,cash,approved,97.71,PYG
31020,76549,2025-08-23T16:39:02,card,approved,1197.75,PYG
31021,80226,2024-11-08T14:12:45,wallet,approved,1174.04,PYG
31022,35761,2026-02-07T23:12:12,transfer,approved,1995.48,PYG
31023,30479,2026-02-11T10:38:44,transfer,approved,1029.67,PYG
31024,112236,2024-12-31T03:41:54,cash,approved,3757.65,PYG
31025,72514,2024-07-11T11:57:20,card,approved,1591.04,PYG
31026,109478,2024-08-14T10:13:19,cash,approved,2220.87,PYG
31027,36326,2024-02-19T00:20:09,card,approved,3815.76,PYG
31028,111683,2025-07-22T14:50:53,cash,approved,1161.59,PYG
31029,90017,2024-08-15T12:39:46,card,rejected,2.69,PYG
31030,101584,2025-08-19T00:04:08,cash,approved,1967.43,USD
31031,101906,2024-12-10T14:49:49,card,approved,603.04,PYG
31032,22901,2024-01-15T21:28:51,card,rejected,31.72,PYG
31033,26915,2024-11-18T07:02:37,card,rejected,59.24,PYG
31034,1231,2024-12-20T03:59:17,card,refunded,2888.86,PYG
31035,19278,2025-01-17T06:03:18,card,refunded,7232.73,PYG
31036,53883,2025-05-04T21:10:34,card,approved,2901.11,PYG
31037,5654,2025-01-23T03:54:36,card,refunded,5047.88,PYG
31038,49947,2024-07-14T09:03:19,card,approved,0.0,PYG
31039,108225,2024-05-23T22:49:08,card,approved,972.9,PYG
31040,38195,2026-01-04T09:00:42,transfer,approved,778.28,PYG
31041,84994,2024-04-15T17:14:53,card,approved,2111.94,USD
31042,67320,2026-01-12T00:02:07,card,approved,0.0,PYG
31043,36951,2024-06-11T21:10:43,card,refunded,2390.03,PYG
31044,35461,2024-02-03T00:16:02,cash,approved,3964.05,PYG
31045,59729,2025-06-19T04:02:08,card,approved,3787.65,PYG
31046,19676,2024-05-12T19:33:29,transfer,approved,999.1,PYG
31047,41143,2025-04-15T16:50:28,card,approved,1815.43,PYG
31048,50361,2025-01-05T21:29:25,card,approved,1324.77,PYG
31049,72859,2024-11-13T09:19:24,transfer,approved,1097.66,PYG
31050,60182,2025-06-25T18:01:20,card,approved,533.99,USD
31051,86776,2025-06-12T16:46:08,card,refunded,3216.61,PYG
31052,62292,2025-04-11T10:10:58,cash,approved,1383.26,PYG
31053,66506,2024-06-27T08:35:08,card,approved,2181.7,PYG
31054,12685,2024-08-02T01:35:24,card,pending,3992.0,PYG
31055,3552,2024-03-23T08:16:15,cash,approved,1135.82,PYG
31056,72707,2025-05-30T08:05:37,card,approved,2641.16,PYG
31057,115608,2024-05-11T15:20:40,card,approved,1427.72,PYG
31058,52310,2024-07-10T15:09:21,transfer,pending,2580.14,PYG
31059,117249,2025-03-28T09:57:29,card,approved,3544.13,PYG
31060,5783,2024-02-27T18:58:27,card,approved,631.11,PYG
31061,71738,2024-12-06T07:30:27,card,approved,2864.55,PYG
31062,13191,2024-07-11T09:42:57,card,approved,1454.05,PYG
31063,36899,2025-10-27T01:33:40,card,pending,671.67,PYG
31064,101419,2025-08-04T21:58:38,card,approved,2425.3,PYG
31065,56036,2025-10-24T04:15:33,card,approved,3391.12,PYG
31066,39076,2025-07-11T11:50:49,card,approved,1435.83,PYG
31067,114950,2025-09-13T12:54:33,transfer,rejected,157.07,PYG
31068,86173,2024-11-28T10:56:52,transfer,approved,941.16,PYG
31069,70058,2024-03-05T05:13:49,card,approved,1675.02,USD
31070,6878,2025-07-03T11:32:07,card,approved,443.25,USD
31071,114830,2024-08-19T18:14:21,card,approved,2764.72,PYG
31072,85108,2024-09-03T14:09:47,card,pending,2219.27,PYG
31073,63192,2025-06-05T22:53:41,card,approved,1603.34,PYG
31074,81631,2024-04-15T18:08:09,card,approved,1318.8,PYG
31075,87377,2024-03-18T19:40:39,transfer,approved,2483.88,USD
31076,47486,2024-02-15T21:03:48,cash,approved,1241.1,PYG
31077,61051,2024-03-31T09:10:17,cash,approved,4502.03,USD
31078,46693,2025-06-30T07:40:46,card,approved,2621.26,PYG
31079,62677,2024-11-30T02:16:58,card,approved,2806.77,PYG
31080,37983,2025-09-19T22:04:42,card,approved,715.2,USD
31081,94007,2025-01-24T03:52:05,card,approved,0.0,PYG
31082,85577,2025-08-23T17:06:53,card,approved,2956.87,PYG
31083,11495,2026-01-26T09:00:10,cash,rejected,36.78,PYG
31084,19250,2024-02-16T02:21:11,cash,approved,446.7,PYG
31085,6953,2024-09-30T11:55:38,card,approved,1369.54,PYG
31086,80169,2024-12-19T10:50:00,cash,approved,2920.81,PYG
31087,31542,2025-10-16T05:11:17,transfer,approved,2188.83,PYG
31088,99399,2025-06-17T18:04:49,card,approved,5935.6,PYG
31089,105088,2024-02-29T12:29:39,transfer,approved,2344.66,USD
31090,91718,2025-08-27T22:06:25,card,approved,217.46,USD
31091,82745,2024-07-02T15:14:00,card,rejected,0.0,PYG
31092,70380,2024-06-17T09:57:29,transfer,approved,634.44,PYG
31093,15843,2024-09-15T23:12:40,transfer,pending,2392.82,PYG
31094,97729,2024-07-31T15:05:22,card,approved,2243.61,PYG
31095,12260,2025-01-24T08:44:08,card,rejected,292.38,PYG
31096,52445,2024-08-10T21:19:04,card,rejected,349.72,PYG
31097,41763,2024-09-30T00:31:55,card,approved,3175.51,PYG
31098,83647,2024-02-18T07:22:24,cash,approved,2171.28,PYG
31099,114666,2024-08-21T10:58:00,cash,refunded,833.1,PYG
31100,24369,2025-01-07T12:37:47,card,approved,3220.9,PYG
31101,8245,2024-02-09T08:22:05,card,rejected,205.31,USD
31102,9729,2025-03-21T12:40:53,card,approved,3301.61,PYG
31103,74455,2024-10-12T01:11:53,transfer,approved,1865.0,PYG
31104,70705,2025-06-05T02:11:10,card,approved,1370.03,PYG
31105,110650,2024-03-25T13:47:02,card,refunded,789.28,PYG
31106,59348,2026-02-09T23:48:34,card,refunded,0.0,PYG
31107,72084,2025-04-04T00:30:56,card,approved,527.65,PYG
31108,76614,2024-10-04T17:07:33,cash,approved,779.53,PYG
31109,23864,2025-11-27T14:25:11,card,approved,1025.19,PYG
31110,115759,2025-08-08T15:21:40,card,approved,2806.16,PYG
31111,18796,2025-12-23T11:18:56,card,approved,656.07,PYG
31112,108187,2025-05-24T15:57:17,card,approved,1625.16,PYG
31113,78581,2025-01-31T15:40:12,cash,pending,3191.44,PYG
31114,84,2025-12-04T13:24:16,transfer,rejected,184.32,PYG
31115,105622,2025-10-16T02:24:27,card,rejected,406.59,PYG
31116,89135,2025-02-11T19:51:58,card,approved,1376.15,PYG
31117,58510,2024-03-30T12:32:49,card,approved,2391.51,PYG
31118,31364,2025-01-20T05:34:13,wallet,approved,1268.7,PYG
31119,42403,2025-01-19T20:07:22,card,approved,0.0,PYG
31120,31102,2025-01-26T04:23:40,wallet,pending,702.46,PYG
31121,111629,2024-07-19T05:53:16,card,approved,179.4,USD
31122,45168,2024-03-11T13:54:41,transfer,pending,3955.59,PYG
31123,11663,2024-09-02T00:27:06,transfer,approved,588.32,PYG
31124,55444,2024-12-25T04:08:55,wallet,approved,98.35,PYG
31125,839,2024-07-27T07:08:38,card,rejected,97.02,PYG
31126,73507,2024-07-12T14:20:12,card,approved,4375.0,PYG
31127,83201,2025-07-27T23:54:39,card,approved,103.42,PYG
31128,47308,2024-10-22T16:22:05,transfer,approved,1225.25,PYG
31129,103243,2025-08-07T21:10:29,card,approved,1733.69,PYG
31130,4745,2024-10-10T04:57:17,card,approved,2587.09,PYG
31131,114134,2025-06-23T11:01:23,card,approved,347.74,PYG
31132,85108,2024-08-29T17:46:48,cash,approved,2219.27,PYG
31133,16705,2025-09-11T01:21:47,card,approved,3448.86,PYG
31134,14998,2025-07-21T00:02:04,transfer,approved,4210.49,PYG
31135,58957,2025-03-13T23:57:32,cash,approved,1487.0,PYG
31136,98415,2025-11-15T02:57:25,cash,approved,3071.49,PYG
31137,20365,2024-08-24T21:39:58,cash,approved,2654.74,PYG
31138,101819,2025-10-29T08:37:34,card,approved,3067.35,PYG
31139,13654,2025-07-23T14:28:15,card,approved,616.94,PYG
31140,900,2024-02-07T09:03:17,card,approved,848.4,PYG
31141,53120,2025-11-24T23:35:03,wallet,approved,632.01,PYG
31142,100954,2025-06-29T01:45:54,card,approved,1952.29,PYG
31143,67071,2025-03-11T21:35:35,card,approved,2948.24,PYG
31144,50836,2024-10-10T10:21:27,card,approved,2337.94,PYG
31145,20214,2025-02-22T20:11:25,card,approved,3155.23,USD
31146,89443,2025-01-30T06:44:10,card,approved,3140.4,PYG
31147,117560,2025-04-12T08:26:21,card,approved,582.76,PYG
31148,19907,2025-01-27T07:49:06,cash,approved,0.0,PYG
31149,1066,2025-08-06T20:25:31,card,approved,2968.06,PYG
31150,95267,2025-07-26T04:55:00,transfer,approved,2145.09,PYG
31151,114267,2024-10-14T03:48:43,card,pending,3881.87,PYG
31152,63608,2026-02-03T03:56:59,transfer,approved,616.78,PYG
31153,17035,2025-07-30T07:38:06,transfer,approved,1491.02,PYG
31154,67048,2026-01-25T09:07:06,cash,approved,2429.39,PYG
31155,100974,2024-07-04T09:26:00,cash,approved,4222.93,PYG
31156,23523,2026-01-21T14:46:07,card,approved,3966.07,PYG
31157,70140,2025-05-07T14:33:01,card,approved,458.06,PYG
31158,73616,2025-05-10T23:31:22,card,approved,1131.21,PYG
31159,113900,2025-09-15T14:06:55,card,approved,1577.94,USD
31160,108946,2024-12-10T11:00:45,cash,rejected,138.61,PYG
31161,99381,2024-11-29T04:01:07,transfer,approved,667.53,PYG
31162,47622,2024-09-13T08:04:35,transfer,approved,1198.61,PYG
31163,84359,2024-07-04T19:31:51,card,approved,4042.17,PYG
31164,45211,2024-09-30T19:51:38,card,approved,1984.71,PYG
31165,67570,2025-06-12T02:51:55,card,pending,1456.33,PYG
31166,21465,2024-06-14T05:27:36,card,approved,2885.31,PYG
31167,86683,2024-04-16T22:18:44,wallet,approved,2536.51,PYG
31168,31616,2025-11-22T08:08:10,card,approved,2075.8,PYG
31169,58564,2025-01-09T02:22:43,card,approved,4354.55,PYG
31170,99058,2024-06-19T09:15:25,card,approved,1430.26,PYG
31171,20595,2024-06-09T20:48:14,card,pending,653.6,PYG
31172,91494,2025-07-14T15:44:47,cash,pending,32.2,PYG
31173,105627,2024-09-09T19:07:07,transfer,approved,2376.25,PYG
31174,26638,2025-07-16T11:50:22,card,approved,1932.52,PYG
31175,10903,2024-07-13T12:05:24,card,refunded,2288.86,PYG
31176,21948,2024-01-09T12:18:11,card,refunded,4187.91,PYG
31177,93457,2025-04-27T05:51:09,card,approved,2730.98,PYG
31178,58771,2025-10-03T02:00:09,transfer,approved,2376.7,PYG
31179,83214,2025-08-25T07:41:40,card,approved,0.0,PYG
31180,115000,2024-06-09T01:00:38,wallet,rejected,15.06,PYG
31181,84147,2024-09-01T12:59:52,cash,approved,0.0,PYG
31182,60742,2026-01-30T12:46:02,card,approved,0.0,PYG
31183,62038,2024-08-30T23:25:33,wallet,approved,201.46,PYG
31184,56437,2024-08-05T11:49:39,card,approved,1279.76,PYG
31185,112928,2025-05-11T06:14:59,card,approved,3493.63,PYG
31186,66991,2024-09-30T16:23:08,transfer,approved,427.02,PYG
31187,101826,2025-02-01T21:07:15,transfer,approved,843.16,PYG
31188,42961,2024-06-04T13:17:04,card,pending,989.32,PYG
31189,46352,2024-03-21T19:00:08,card,approved,1747.99,USD
31190,60991,2024-10-04T18:31:54,card,approved,472.73,PYG
31191,16620,2024-09-03T22:21:23,cash,approved,1738.85,PYG
31192,3272,2025-06-24T11:38:59,transfer,approved,26.24,PYG
31193,106071,2025-11-02T12:33:26,card,approved,1447.33,PYG
31194,35979,2025-07-22T07:38:41,card,approved,1194.84,PYG
31195,114736,2024-11-09T20:34:59,transfer,approved,2762.98,PYG
31196,42162,2024-09-03T21:19:56,wallet,approved,603.99,PYG
31197,54369,2025-06-09T19:01:47,cash,approved,819.75,PYG
31198,11766,2024-08-16T05:23:01,card,approved,1628.32,PYG
31199,61111,2025-06-15T01:51:25,transfer,approved,5326.45,PYG
31200,40380,2025-01-26T18:40:04,transfer,approved,2753.22,PYG
31201,2876,2025-06-27T06:09:20,cash,approved,2381.82,PYG
31202,79026,2024-03-31T18:18:05,cash,approved,0.0,USD
31203,5719,2025-09-12T02:59:48,cash,approved,2585.92,PYG
31204,100302,2025-02-22T19:20:54,card,approved,3061.49,PYG
31205,113546,2024-03-28T21:09:52,transfer,approved,1974.2,PYG
31206,76039,2024-04-10T12:40:01,transfer,approved,558.93,PYG
31207,31817,2024-09-01T08:22:39,transfer,pending,0.0,PYG
31208,43093,2024-08-02T15:53:19,cash,approved,2580.4,PYG
31209,8232,2026-01-06T12:50:35,transfer,approved,408.03,PYG
31210,40001,2026-02-16T12:05:34,card,approved,234.4,PYG
31211,7103,2024-04-28T09:27:48,card,pending,236.39,PYG
31212,21312,2025-03-11T22:39:45,card,approved,2746.26,PYG
31213,80502,2024-11-25T09:19:05,cash,approved,739.75,PYG
31214,75979,2025-06-17T18:02:41,cash,approved,501.85,PYG
31215,66506,2024-06-30T00:13:33,card,approved,1091.06,PYG
31216,33413,2024-12-30T20:39:40,card,approved,1935.68,PYG
31217,59766,2025-10-27T01:37:05,cash,approved,4328.26,PYG
31218,54651,2025-11-20T19:35:47,wallet,approved,691.8,USD
31219,80569,2025-12-08T03:15:52,card,approved,4487.8,PYG
31220,87037,2024-08-20T02:22:18,card,approved,1940.12,PYG
31221,53771,2025-03-19T14:19:08,card,approved,2172.51,PYG
31222,52470,2024-11-01T23:31:19,card,approved,940.1,PYG
31223,117244,2025-08-15T00:16:08,wallet,pending,157.5,PYG
31224,37023,2025-05-05T09:27:37,card,pending,1103.48,PYG
31225,95067,2025-10-15T11:32:45,card,approved,729.18,PYG
31226,69454,2025-03-12T19:43:12,transfer,rejected,99.5,PYG
31227,9927,2025-01-14T22:55:52,card,approved,1935.12,PYG
31228,12290,2025-08-01T05:17:34,wallet,approved,1362.98,PYG
31229,11456,2025-06-18T23:46:40,card,approved,394.02,PYG
31230,60776,2025-07-28T23:07:33,wallet,approved,220.3,PYG
31231,59383,2024-07-15T13:14:25,card,pending,1981.2,PYG
31232,27683,2025-12-10T04:14:30,wallet,approved,764.29,PYG
31233,21434,2024-10-29T23:17:21,transfer,pending,1385.42,PYG
31234,38085,2025-09-30T20:26:48,card,approved,2064.91,PYG
31235,32578,2024-05-27T04:14:02,transfer,approved,3464.2,PYG
31236,61030,2024-12-16T21:49:02,card,approved,2408.07,PYG
31237,39865,2024-06-05T00:28:45,transfer,pending,2079.62,PYG
31238,115559,2024-11-07T09:27:24,transfer,approved,1277.01,PYG
31239,42147,2025-11-20T20:06:46,transfer,refunded,822.82,PYG
31240,71317,2025-11-25T01:24:18,card,approved,1863.82,PYG
31241,54653,2024-04-26T07:27:59,transfer,rejected,218.54,PYG
31242,99930,2024-03-20T08:05:56,transfer,approved,2717.68,PYG
31243,21391,2025-04-14T15:43:51,card,approved,4647.26,PYG
31244,59443,2025-09-08T17:56:59,card,rejected,527.09,PYG
31245,67551,2025-04-01T13:37:46,card,approved,489.89,PYG
31246,21355,2025-03-12T20:02:14,card,approved,2628.81,PYG
31247,72656,2025-07-20T06:39:44,card,pending,1279.02,PYG
31248,116992,2025-02-28T19:18:45,card,approved,6634.77,PYG
31249,61254,2025-02-25T00:20:50,card,approved,357.18,PYG
31250,46498,2025-02-07T00:22:21,wallet,refunded,4249.97,PYG
31251,39859,2024-06-09T06:58:13,cash,approved,390.97,PYG
31252,44418,2025-11-19T07:11:49,card,approved,3218.06,PYG
31253,100056,2026-02-02T17:42:39,card,pending,2376.84,PYG
31254,40947,2024-02-06T02:18:31,transfer,approved,2779.85,PYG
31255,38553,2024-02-29T07:39:44,transfer,approved,768.52,USD
31256,77282,2024-05-16T18:26:26,card,approved,889.6,PYG
31257,117933,2025-11-21T23:48:03,transfer,approved,6869.4,PYG
31258,64493,2025-12-12T05:46:35,card,approved,2589.9,PYG
31259,4015,2025-08-10T00:33:29,wallet,approved,594.29,PYG
31260,31437,2025-04-21T05:20:03,transfer,approved,2297.36,PYG
31261,34774,2024-05-14T06:15:16,card,approved,3513.07,PYG
31262,57023,2024-11-01T01:23:37,card,approved,0.0,USD
31263,58594,2025-10-29T07:04:08,transfer,approved,2757.76,PYG
31264,66668,2025-09-15T10:20:15,card,approved,1419.53,PYG
31265,114997,2024-07-13T09:21:19,transfer,approved,4099.06,PYG
31266,105337,2024-07-05T13:42:53,transfer,approved,1442.99,PYG
31267,31346,2024-10-07T11:32:51,transfer,approved,1847.92,PYG
31268,22987,2024-10-21T11:12:18,card,approved,2653.28,USD
31269,13883,2024-03-11T22:26:55,card,approved,2670.66,PYG
31270,86131,2024-07-21T03:33:01,transfer,approved,3832.09,PYG
31271,20909,2026-01-04T06:08:12,card,approved,1049.88,PYG
31272,27670,2024-10-26T23:31:28,card,rejected,207.54,USD
31273,47412,2024-02-23T13:46:23,transfer,approved,3498.95,PYG
31274,9703,2026-02-08T03:26:04,card,approved,97.93,PYG
31275,70418,2025-05-14T16:03:01,wallet,approved,696.48,PYG
31276,63491,2024-09-21T19:51:18,cash,approved,2275.26,PYG
31277,83325,2026-01-07T07:54:50,card,rejected,329.16,USD
31278,112982,2024-08-08T19:27:27,transfer,approved,418.32,PYG
31279,88044,2024-08-21T13:32:24,card,approved,3448.02,PYG
31280,45770,2024-03-13T10:14:32,card,approved,2210.67,PYG
31281,85168,2025-03-05T23:05:37,transfer,approved,973.9,PYG
31282,62967,2024-07-30T23:36:14,card,approved,1026.24,USD
31283,13199,2025-10-17T15:33:09,card,approved,597.2,PYG
31284,29119,2025-12-23T16:30:07,card,approved,2756.39,PYG
31285,28263,2024-08-30T16:12:18,card,approved,1306.72,PYG
31286,95538,2025-01-19T15:59:55,transfer,approved,2141.98,PYG
31287,47704,2024-05-29T16:18:16,card,approved,1906.51,PYG
31288,9348,2025-04-20T02:56:24,card,approved,755.98,PYG
31289,17060,2024-07-13T15:47:17,card,pending,3782.53,PYG
31290,118370,2025-09-06T23:43:19,cash,pending,1954.94,PYG
31291,39811,2025-06-17T03:43:13,transfer,rejected,833.69,PYG
31292,77631,2024-03-12T20:50:22,cash,approved,3311.6,PYG
31293,107863,2025-01-21T23:22:59,card,pending,5950.72,PYG
31294,93805,2024-12-04T23:09:50,card,approved,1228.5,PYG
31295,57799,2025-03-07T10:11:00,cash,approved,992.87,PYG
31296,66824,2024-02-13T08:54:34,card,approved,1022.66,PYG
31297,32941,2024-04-29T15:46:30,card,approved,352.38,PYG
31298,3864,2025-01-09T14:38:27,card,refunded,0.0,PYG
31299,17227,2024-05-20T00:28:11,transfer,pending,2386.28,PYG
31300,58168,2024-09-21T12:30:23,card,rejected,34.39,PYG
31301,114663,2024-09-18T11:11:49,transfer,approved,3091.78,PYG
31302,73371,2024-04-28T14:04:35,card,approved,2908.8,PYG
31303,109104,2024-08-07T04:49:47,card,approved,739.01,PYG
31304,48169,2024-04-27T11:59:29,card,approved,2243.38,PYG
31305,6543,2024-04-25T23:39:22,transfer,approved,936.75,PYG
31306,5291,2024-07-15T09:34:26,card,approved,0.0,PYG
31307,103788,2024-03-06T05:14:35,card,approved,870.36,PYG
31308,45724,2024-05-25T20:13:42,cash,refunded,1940.05,PYG
31309,105338,2024-01-30T03:24:54,card,approved,1590.38,PYG
31310,90827,2026-01-26T22:05:18,card,approved,488.43,PYG
31311,43534,2024-08-16T22:32:43,card,approved,3387.26,PYG
31312,77062,2026-01-18T05:20:21,cash,approved,0.0,PYG
31313,19398,2025-09-05T17:02:22,card,approved,1558.09,PYG
31314,61867,2026-01-08T03:33:38,card,approved,502.51,PYG
31315,11526,2024-01-22T20:09:50,card,approved,927.7,PYG
31316,63038,2025-10-03T01:43:48,transfer,approved,3008.79,USD
31317,116951,2025-10-29T10:46:00,card,approved,2344.45,PYG
31318,95443,2025-08-05T10:04:33,cash,approved,18.64,PYG
31319,76564,2025-08-18T03:54:42,transfer,approved,1559.22,USD
31320,82827,2025-06-29T03:06:26,card,approved,1012.37,PYG
31321,84626,2025-02-18T00:54:31,transfer,approved,1065.45,PYG
31322,86403,2024-10-29T20:34:55,wallet,approved,4847.97,PYG
31323,112622,2024-08-08T16:58:35,transfer,rejected,253.37,PYG
31324,108886,2025-02-23T20:40:07,card,approved,823.95,PYG
