order_item_id,order_id,product_id,quantity,unit_price,discount_rate,line_total
45589,9804,285,4,276.95,0.112,1107.8
45590,101896,4014,2,135.52,0.202,271.04
45591,23375,5824,5,146.2,0.053,731.0
45592,33724,5175,4,53.9,0.146,215.6
45593,93528,4847,5,252.51,0.088,1262.55
45594,98145,5530,5,389.17,0.19,1945.85
45595,3587,7243,5,347.2,0.076,1736.0
45596,41038,6061,5,69.8,0.141,349.0
45597,13726,4787,3,199.52,0.114,598.56
45598,86591,3901,3,150.23,0.185,450.69
45599,35908,2463,2,104.15,0.058,208.3
45600,64419,3146,4,79.08,0.034,316.32
45601,83978,7675,3,185.59,0.119,556.77
45602,21541,3207,4,353.17,0.197,1412.68
45603,4043,4425,5,380.05,0.109,1900.25
45604,84628,4054,2,148.58,0.156,297.16
45605,49390,393,2,360.73,0.187,721.46
45606,84120,3800,5,411.07,0.173,2055.35
45607,70745,771,1,242.16,0.038,242.16
45608,94799,5127,3,46.97,0.223,140.91
45609,40304,7019,5,13.53,0.084,67.65
45610,60457,975,2,228.23,0.183,456.46
45611,439,1152,5,337.01,0.232,1685.05
45612,27304,6050,1,466.83,0.032,466.83
45613,20933,555,5,145.36,0.243,726.8
45614,63422,480,2,303.14,0.197,606.28
45615,117516,4856,4,34.6,0.138,138.4
45616,10857,5976,5,31.26,0.033,156.3
45617,74354,6144,1,341.54,0.097,341.54
45618,109213,2086,3,114.92,0.105,344.76
45619,108660,5167,2,122.93,0.157,245.86
45620,95774,3153,4,202.42,0.053,809.68
45621,40713,457,5,64.48,0.227,322.4
45622,53041,2868,2,238.95,0.051,477.9
45623,108739,4803,2,471.42,0.032,942.84
45624,92573,5446,2,134.05,0.232,268.1
45625,64473,6114,5,205.38,0.068,1026.9
45626,13174,6858,5,368.21,0.135,1841.05
45627,81643,2797,5,202.52,0.198,1012.6
45628,99337,6809,5,237.86,0.151,1189.3
45629,63836,3757,2,232.04,0.066,464.08
45630,52282,5206,5,344.11,0.105,1720.55
45631,74745,554,1,417.1,0.079,417.1
45632,73465,3520,2,295.89,0.091,591.78
45633,25530,4119,4,270.75,0.053,1083.0
45634,1567,1551,2,307.28,0.203,614.56
45635,81405,7232,1,149.06,0.245,149.06
45636,55333,2416,2,247.42,0.155,494.84
45637,119233,3561,1,5.62,0.188,5.62
45638,23273,1710,5,27.81,0.049,139.05
45639,85915,3195,4,363.31,0.014,1453.24
45640,41039,5222,4,320.66,0.235,1282.64
45641,83391,5725,4,206.33,0.119,825.32
45642,45681,3911,1,407.92,0.149,407.92
45643,66153,2757,3,105.94,0.037,317.82
45644,31531,6734,2,374.17,0.001,748.34
45645,112397,3511,2,221.19,0.038,442.38
45646,6964,5276,1,167.18,0.143,167.18
45647,81379,4153,1,383.97,0.003,383.97
45648,13526,712,4,307.92,0.099,1231.68
45649,119414,7890,2,109.73,0.191,219.46
45650,114955,3090,3,121.68,0.031,365.04
45651,105128,5211,4,11.42,0.088,45.68
45652,94782,2530,4,103.34,0.24,413.36
45653,69583,1670,3,218.93,0.175,656.79
45654,103261,3175,1,234.55,0.185,234.55
45655,12755,3397,2,214.93,0.228,429.86
45656,46644,94,1,216.11,0.221,216.11
45657,30644,4783,4,33.18,0.099,132.72
45658,90797,1965,1,353.1,0.176,353.1
45659,80444,4241,1,260.48,0.005,260.48
45660,82380,5346,5,207.23,0.092,1036.15
45661,48747,4508,5,138.54,0.247,692.7
45662,19342,94,4,241.63,0.129,966.52
45663,74415,4756,5,329.41,0.185,1647.05
45664,11123,5712,3,317.08,0.092,951.24
45665,18454,2504,3,342.66,0.188,1027.98
45666,52438,6651,1,260.34,0.157,260.34
45667,72560,5977,5,355.39,0.172,1776.95
45668,72369,1334,4,229.35,0.179,917.4
45669,105483,4108,1,212.24,0.231,212.24
45670,48637,7142,3,109.26,0.222,327.78
45671,74187,1098,5,307.19,0.158,1535.95
45672,1891,6012,5,402.5,0.014,2012.5
45673,97661,1537,3,354.49,0.249,1063.47
45674,44170,2710,3,391.88,0.199,1175.64
45675,68901,6040,1,355.55,0.219,355.55
45676,61647,7872,2,197.39,0.11,394.78
45677,64138,7812,3,87.37,0.06,262.11
45678,82625,6637,3,347.35,0.112,1042.05
45679,81937,3134,5,140.88,0.051,704.4
45680,79829,4943,5,401.36,0.053,2006.8
45681,41505,1638,2,355.24,0.16,710.48
45682,34062,7217,4,38.44,0.212,153.76
45683,1157,7145,5,356.18,0.016,1780.9
45684,58052,2628,4,209.48,0.107,837.92
45685,29184,5698,2,299.85,0.221,599.7
45686,5544,1702,2,261.86,0.115,523.72
45687,13829,2073,4,176.07,0.239,704.28
45688,37279,1632,2,151.01,0.142,302.02
45689,90381,4816,5,35.81,0.241,179.05
45690,33607,224,4,397.65,0.114,1590.6
45691,69147,3177,2,295.26,0.196,590.52
45692,28442,134,3,353.22,0.195,1059.66
45693,33971,6254,4,408.88,0.051,1635.52
45694,28371,1819,3,342.21,0.198,1026.63
45695,68573,6830,3,283.89,0.226,851.67
45696,27615,4242,1,78.98,0.109,78.98
45697,43815,6831,3,370.42,0.1,1111.26
45698,13429,3623,2,324.28,0.109,648.56
45699,112926,5168,3,43.47,0.122,130.41
45700,5912,5643,2,194.39,0.235,388.78
45701,59807,493,4,24.76,0.016,99.04
45702,85120,2133,3,260.85,0.166,782.55
45703,50994,1873,5,117.65,0.052,588.25
45704,10473,5479,3,89.42,0.222,268.26
45705,36361,6570,1,160.58,0.171,160.58
45706,7021,6011,3,412.83,0.135,1238.49
45707,59790,4397,3,186.98,0.015,560.94
45708,52049,3071,5,406.44,0.179,2032.2
45709,27924,3574,1,386.07,0.093,386.07
45710,27463,4210,2,67.03,0.092,134.06
45711,38490,439,4,242.33,0.177,969.32
45712,75278,6301,2,165.0,0.083,330.0
45713,4605,7789,3,412.11,0.052,1236.33
45714,15139,1100,1,76.89,0.076,76.89
45715,55993,1892,2,64.28,0.171,128.56
45716,16546,1087,3,105.37,0.131,316.11
45717,30883,7747,3,358.13,0.143,1074.39
45718,57003,7451,1,90.24,0.091,90.24
45719,9776,3078,2,46.79,0.2,93.58
45720,116342,3280,4,116.35,0.248,465.4
45721,113596,5208,2,394.15,0.043,788.3
45722,99886,3550,3,102.82,0.003,308.46
45723,117891,2324,4,336.53,0.077,1346.12
45724,30400,889,4,354.29,0.043,1417.16
45725,47078,759,3,70.31,0.232,210.93
45726,119399,390,1,184.08,0.134,184.08
45727,98227,416,1,122.21,0.216,122.21
45728,86097,2732,3,238.37,0.008,715.11
45729,19572,4583,1,269.2,0.214,269.2
45730,113113,3598,2,183.94,0.026,367.88
45731,58401,4352,2,383.97,0.108,767.94
45732,90293,3772,1,412.68,0.012,412.68
45733,91009,940,2,230.22,0.043,460.44
45734,24688,4748,4,67.5,0.181,270.0
45735,89860,4803,1,409.57,0.159,409.57
45736,30739,1902,3,195.3,0.067,585.9
45737,83869,825,1,226.69,0.219,226.69
45738,23650,6600,5,385.06,0.103,1925.3
45739,218,7543,3,249.65,0.198,748.95
45740,53195,1069,5,170.33,0.248,851.65
45741,69109,3,5,294.16,0.173,1470.8
45742,22824,1760,4,216.17,0.169,864.68
45743,53321,3367,2,349.61,0.116,699.22
45744,78453,1104,3,464.13,0.021,1392.39
45745,111197,5437,1,119.51,0.191,119.51
45746,93407,1047,4,194.91,0.035,779.64
45747,13796,3255,3,425.83,0.116,1277.49
45748,3538,1469,2,85.15,0.193,170.3
45749,85698,7317,1,463.97,0.007,463.97
45750,7160,7041,4,350.05,0.146,1400.2
45751,23780,515,1,239.07,0.233,239.07
45752,109942,1306,4,76.27,0.097,305.08
45753,11445,2705,5,23.41,0.195,117.05
45754,103935,3926,2,85.97,0.031,171.94
45755,55358,7928,5,368.05,0.182,1840.25
45756,38742,178,5,268.95,0.24,1344.75
45757,46649,4876,2,296.41,0.033,592.82
45758,34051,1220,5,446.4,0.05,2232.0
45759,15158,947,4,374.22,0.159,1496.88
45760,67395,3914,4,278.98,0.235,1115.92
45761,12762,351,2,206.18,0.242,412.36
45762,17762,2952,4,268.75,0.071,1075.0
45763,47915,6009,2,316.17,0.093,632.34
45764,69596,3323,5,348.58,0.15,1742.9
45765,56725,733,4,41.57,0.145,166.28
45766,99860,2951,3,79.91,0.191,239.73
45767,63268,5303,4,296.81,0.032,1187.24
45768,68411,2010,2,204.18,0.128,408.36
45769,96741,7238,1,50.64,0.053,50.64
45770,113492,4290,2,396.16,0.158,792.32
45771,20754,1037,3,133.58,0.201,400.74
45772,3183,1337,4,36.27,0.214,145.08
45773,77017,4170,4,388.37,0.089,1553.48
45774,53883,618,2,199.52,0.214,399.04
45775,2774,1216,2,332.13,0.013,664.26
45776,29178,7222,5,309.04,0.136,1545.2
45777,37293,3922,1,270.26,0.038,270.26
45778,74005,902,5,20.43,0.009,102.15
45779,39328,1624,3,247.78,0.123,743.34
45780,68664,4997,2,443.12,0.001,886.24
45781,84017,4008,5,115.82,0.041,579.1
45782,24066,2292,5,128.51,0.109,642.55
45783,537,7564,5,388.37,0.066,1941.85
45784,83379,6931,1,181.58,0.092,181.58
45785,32554,2672,2,68.3,0.032,136.6
45786,28199,2958,2,252.32,0.027,504.64
45787,83168,1755,3,436.83,0.016,1310.49
45788,26331,2279,1,443.43,0.056,443.43
45789,69202,4412,4,128.3,0.091,513.2
45790,75774,5088,2,276.07,0.202,552.14
45791,94078,7891,5,166.87,0.06,834.35
45792,104819,4681,2,205.66,0.206,411.32
45793,4713,1565,1,387.27,0.21,387.27
45794,50410,4514,5,203.21,0.204,1016.05
45795,24328,2821,5,424.92,0.034,2124.6
45796,1691,1341,2,113.08,0.087,226.16
45797,117366,3940,5,210.56,0.192,1052.8
45798,60691,3001,4,361.98,0.149,1447.92
45799,17330,7153,5,104.31,0.205,521.55
45800,75753,433,4,238.59,0.084,954.36
45801,105739,3620,5,174.25,0.16,871.25
45802,88804,1982,2,268.43,0.083,536.86
45803,23472,4406,3,193.79,0.111,581.37
45804,54925,3276,2,453.88,0.081,907.76
45805,75922,6726,4,22.31,0.065,89.24
45806,11422,5483,1,275.11,0.101,275.11
45807,103472,3112,5,53.08,0.195,265.4
45808,70078,7414,3,192.71,0.136,578.13
45809,16874,156,2,85.85,0.137,171.7
45810,44067,5583,2,414.11,0.052,828.22
45811,87642,1610,1,324.25,0.011,324.25
45812,64615,1401,2,19.46,0.171,38.92
45813,45229,7771,2,240.77,0.028,481.54
45814,30031,7207,4,180.38,0.039,721.52
45815,66724,5185,5,114.47,0.233,572.35
45816,90210,1196,5,203.43,0.067,1017.15
45817,35445,3979,5,170.95,0.128,854.75
45818,97239,6770,4,227.44,0.076,909.76
45819,79174,2701,3,78.43,0.007,235.29
45820,86223,1077,1,432.67,0.074,432.67
45821,14604,3419,5,119.66,0.067,598.3
45822,51995,2164,5,56.21,0.084,281.05
45823,85210,3665,5,296.87,0.033,1484.35
45824,31517,870,1,125.01,0.119,125.01
45825,86517,4391,2,215.33,0.171,430.66
45826,22045,3480,5,192.48,0.202,962.4
45827,62456,4864,5,104.55,0.182,522.75
45828,52007,478,3,137.04,0.079,411.12
45829,91055,6137,2,298.95,0.172,597.9
45830,89073,4417,1,193.72,0.012,193.72
45831,102931,2855,2,128.23,0.005,256.46
45832,99369,7851,4,168.2,0.088,672.8
45833,40722,7529,4,167.43,0.153,669.72
45834,17773,4992,5,111.74,0.201,558.7
45835,30823,5981,3,200.71,0.148,602.13
45836,85863,3018,2,397.5,0.082,795.0
45837,104727,5285,1,375.53,0.114,375.53
45838,108537,1623,1,411.27,0.177,411.27
45839,112736,1985,2,105.69,0.211,211.38
45840,82023,1751,4,195.93,0.211,783.72
45841,79201,189,4,259.69,0.235,1038.76
45842,60972,7595,2,152.72,0.192,305.44
45843,5368,5197,5,290.62,0.124,1453.1
45844,62606,3217,4,259.07,0.138,1036.28
45845,58343,5284,4,360.93,0.162,1443.72
45846,76346,2558,3,106.93,0.021,320.79
45847,10299,4280,1,87.41,0.076,87.41
45848,86230,6526,4,337.32,0.0,1349.28
45849,54128,415,2,45.9,0.176,91.8
45850,93779,4512,4,224.13,0.158,896.52
45851,72898,2012,4,415.5,0.029,1662.0
45852,83637,211,1,234.54,0.176,234.54
45853,27680,637,3,427.77,0.032,1283.31
45854,37644,6565,5,54.93,0.188,274.65
45855,7036,1436,2,147.83,0.147,295.66
45856,76325,4555,2,463.65,0.005,927.3
45857,17980,2263,5,366.21,0.145,1831.05
45858,28546,6464,2,176.74,0.128,353.48
45859,70098,7542,4,127.62,0.062,510.48
45860,28064,2559,3,243.87,0.181,731.61
45861,103930,688,3,95.13,0.248,285.39
45862,39596,7297,4,217.19,0.032,868.76
45863,59036,5896,1,418.54,0.095,418.54
45864,74766,3248,3,323.92,0.16,971.76
45865,25148,7304,3,195.38,0.031,586.14
45866,112143,2553,5,389.72,0.031,1948.6
45867,13605,1413,4,442.74,0.091,1770.96
45868,62765,3954,5,121.59,0.051,607.95
45869,99033,787,5,279.27,0.014,1396.35
45870,88257,1916,4,169.92,0.029,679.68
45871,115825,5514,1,294.61,0.227,294.61
45872,84200,6161,1,293.23,0.039,293.23
45873,38778,5832,1,358.93,0.165,358.93
45874,119878,2382,5,163.01,0.068,815.05
45875,50253,1892,3,75.6,0.025,226.8
45876,27106,4593,5,197.21,0.009,986.05
45877,20535,1194,4,379.94,0.159,1519.76
45878,39584,6332,3,437.39,0.123,1312.17
45879,47848,3766,2,220.94,0.148,441.88
45880,50637,4868,2,251.85,0.042,503.7
45881,1025,5191,2,154.43,0.043,308.86
45882,71113,6465,1,258.02,0.125,258.02
45883,33210,3045,3,375.23,0.181,1125.69
45884,28055,5133,5,201.29,0.235,1006.45
45885,114460,1186,3,220.11,0.167,660.33
45886,71688,3689,5,193.62,0.231,968.1
45887,74818,5073,3,141.55,0.014,424.65
45888,39705,4857,5,274.67,0.13,1373.35
45889,117557,1361,2,429.11,0.021,858.22
45890,49717,3143,2,293.08,0.067,586.16
45891,109995,6007,5,76.15,0.196,380.75
45892,41674,3387,2,209.61,0.065,419.22
45893,19269,5404,1,340.79,0.224,340.79
45894,90652,4608,5,167.27,0.092,836.35
45895,30455,539,2,95.85,0.219,191.7
45896,76578,676,2,208.5,0.025,417.0
45897,78615,671,5,324.36,0.095,1621.8
45898,16430,5683,2,34.18,0.085,68.36
45899,118702,5840,2,123.9,0.082,247.8
45900,80036,7090,4,217.46,0.028,869.84
45901,34637,2174,4,341.66,0.119,1366.64
45902,19783,1984,3,218.53,0.156,655.59
45903,22034,3937,4,335.86,0.036,1343.44
45904,92108,3398,3,314.83,0.093,944.49
45905,97277,4103,3,322.87,0.021,968.61
45906,21605,5496,4,396.34,0.2,1585.36
45907,118804,4621,3,12.29,0.132,36.87
45908,43872,5723,4,465.22,0.033,1860.88
45909,37700,6575,1,102.85,0.244,102.85
45910,86645,131,5,144.01,0.164,720.05
45911,48891,4346,1,100.57,0.007,100.57
45912,85945,1612,1,346.56,0.134,346.56
45913,91672,1716,3,297.97,0.151,893.91
45914,57772,3737,2,180.74,0.061,361.48
45915,94035,2735,1,402.78,0.18,402.78
45916,41047,5798,1,358.35,0.171,358.35
45917,23086,7842,1,89.67,0.022,89.67
45918,5915,5376,3,89.16,0.075,267.48
45919,98776,3214,4,351.08,0.226,1404.32
45920,21851,3988,5,460.34,0.078,2301.7
45921,49254,5542,1,338.72,0.091,338.72
45922,32913,2768,5,167.68,0.195,838.4
45923,86167,1462,4,358.0,0.019,1432.0
45924,59886,2470,5,192.9,0.212,964.5
45925,62819,3741,1,171.83,0.062,171.83
45926,18074,2473,1,335.19,0.109,335.19
45927,43127,3417,2,134.29,0.069,268.58
45928,24571,7026,4,371.56,0.246,1486.24
45929,3385,5833,1,187.75,0.028,187.75
45930,15288,1304,2,310.87,0.199,621.74
45931,38994,2665,5,75.29,0.077,376.45
45932,110951,1631,3,411.32,0.168,1233.96
45933,54915,7126,2,98.18,0.153,196.36
45934,110416,154,4,410.3,0.03,1641.2
45935,92020,5789,4,124.35,0.112,497.4
45936,96734,4721,1,51.17,0.191,51.17
45937,56152,5825,4,382.45,0.039,1529.8
45938,40357,7639,2,9.4,0.198,18.8
45939,37964,3975,3,166.77,0.24,500.31
45940,60219,7609,3,207.1,0.163,621.3
45941,109039,3495,1,188.64,0.168,188.64
45942,17654,3173,5,338.71,0.185,1693.55
45943,87616,269,4,199.77,0.158,799.08
45944,36014,34,1,395.71,0.136,395.71
45945,33709,2891,3,400.55,0.027,1201.65
45946,19991,2096,4,93.03,0.15,372.12
45947,50010,4796,4,138.2,0.168,552.8
45948,8269,2719,4,231.84,0.141,927.36
45949,39598,368,2,333.82,0.098,667.64
45950,101567,4938,3,246.16,0.153,738.48
45951,94321,6872,4,147.2,0.005,588.8
45952,103306,1093,5,207.97,0.19,1039.85
45953,115035,3259,2,166.32,0.184,332.64
45954,8914,5794,1,131.49,0.047,131.49
45955,39106,4966,3,268.69,0.139,806.07
45956,56872,3205,1,425.04,0.057,425.04
45957,77052,1216,5,301.84,0.103,1509.2
45958,34956,4580,2,377.32,0.136,754.64
45959,32770,1465,1,167.17,0.182,167.17
45960,86769,5556,2,280.74,0.225,561.48
45961,28557,2291,1,99.12,0.151,99.12
45962,88764,3669,3,478.17,0.038,1434.51
45963,43465,2353,3,418.25,0.091,1254.75
45964,60491,28,1,62.8,0.106,62.8
45965,110416,1486,4,317.87,0.01,1271.48
45966,65896,879,1,141.42,0.243,141.42
45967,100021,2713,4,255.14,0.095,1020.56
45968,52972,2771,3,126.06,0.047,378.18
45969,58427,3862,2,113.76,0.043,227.52
45970,116209,3624,5,271.83,0.231,1359.15
45971,76565,1938,5,149.14,0.13,745.7
45972,92306,6841,3,338.65,0.054,1015.95
45973,99832,6081,2,110.33,0.231,220.66
45974,1672,3284,2,346.22,0.088,692.44
45975,17286,1690,4,300.09,0.007,1200.36
45976,63571,1701,2,301.25,0.134,602.5
45977,627,6369,3,59.03,0.222,177.09
45978,43039,3683,4,258.16,0.095,1032.64
45979,8428,6496,5,91.66,0.052,458.3
45980,77526,7437,2,89.48,0.204,178.96
45981,50616,5770,5,133.84,0.062,669.2
45982,20818,1223,5,66.51,0.121,332.55
45983,23037,2788,4,181.66,0.126,726.64
45984,75053,4608,2,171.32,0.07,342.64
45985,18880,3951,3,223.49,0.147,670.47
45986,98870,5562,4,439.47,0.042,1757.88
45987,52486,5612,3,311.03,0.007,933.09
45988,19330,7375,5,75.04,0.053,375.2
45989,32417,3415,3,14.63,0.187,43.89
45990,83583,343,5,25.07,0.17,125.35
45991,75861,5044,3,72.95,0.066,218.85
45992,112961,373,1,340.34,0.178,340.34
45993,57350,5509,2,11.88,0.192,23.76
45994,84875,7795,2,387.66,0.178,775.32
45995,1716,3488,3,266.94,0.102,800.82
45996,42493,5405,1,420.3,0.113,420.3
45997,3527,5662,4,45.95,0.212,183.8
45998,9988,7972,2,212.01,0.105,424.02
45999,29366,3016,1,248.82,0.129,248.82
46000,68770,6503,5,284.0,0.059,1420.0
46001,112647,1420,4,208.89,0.084,835.56
46002,105178,3918,2,50.52,0.238,101.04
46003,80011,5084,2,209.55,0.153,419.1
46004,103264,7529,4,156.95,0.206,627.8
46005,95392,2052,2,372.77,0.124,745.54
46006,19370,2778,1,270.36,0.043,270.36
46007,6894,4395,1,150.47,0.008,150.47
46008,116894,891,3,393.94,0.172,1181.82
46009,57973,4201,1,116.56,0.199,116.56
46010,87044,7959,1,375.25,0.248,375.25
46011,5836,2678,5,145.32,0.029,726.6
46012,56895,3898,2,418.2,0.122,836.4
46013,62426,443,5,88.75,0.1,443.75
46014,98597,7038,2,179.81,0.098,359.62
46015,112550,7800,4,381.02,0.222,1524.08
46016,74003,5107,1,289.85,0.209,289.85
46017,4952,1698,4,53.53,0.012,214.12
46018,16510,1084,5,308.72,0.236,1543.6
46019,78949,5350,1,386.17,0.064,386.17
46020,15113,2139,5,377.88,0.092,1889.4
46021,70525,6504,5,447.77,0.074,2238.85
46022,74003,5602,2,127.87,0.046,255.74
46023,20700,1204,5,219.01,0.207,1095.05
46024,66380,1047,3,191.68,0.051,575.04
46025,48035,4756,4,396.9,0.018,1587.6
46026,94546,5865,3,244.48,0.033,733.44
46027,64737,973,3,41.61,0.094,124.83
46028,3684,5769,5,139.01,0.084,695.05
46029,63511,1360,4,364.93,0.185,1459.72
46030,74009,6696,2,98.32,0.097,196.64
46031,7348,2857,2,337.24,0.191,674.48
46032,71551,3978,5,44.71,0.147,223.55
46033,38045,1557,5,270.18,0.233,1350.9
46034,74969,7915,1,124.48,0.192,124.48
46035,103256,6362,3,273.85,0.216,821.55
46036,77468,2819,2,4.18,0.212,8.36
46037,25341,5520,3,15.67,0.235,47.01
46038,40836,2821,5,436.36,0.008,2181.8
46039,60754,2868,4,219.31,0.129,877.24
46040,69910,5343,4,229.03,0.178,916.12
46041,7998,4973,5,205.82,0.148,1029.1
46042,54843,3589,2,11.12,0.123,22.24
46043,17937,6404,4,95.01,0.021,380.04
46044,76867,4321,3,298.46,0.177,895.38
46045,46380,2663,2,358.45,0.023,716.9
46046,90066,1950,4,379.46,0.172,1517.84
46047,90999,1114,1,72.31,0.096,72.31
46048,25933,4841,1,69.5,0.034,69.5
46049,37196,7624,2,339.54,0.185,679.08
46050,12101,2766,2,403.51,0.059,807.02
46051,26265,3087,1,308.04,0.232,308.04
46052,32691,4333,2,144.0,0.173,288.0
46053,30803,4812,3,412.77,0.093,1238.31
46054,97856,1671,1,65.19,0.092,65.19
46055,10673,2578,1,331.82,0.093,331.82
46056,58153,507,3,72.64,0.173,217.92
46057,105255,1648,3,182.65,0.092,547.95
46058,31206,7235,4,20.09,0.066,80.36
46059,33577,3054,1,354.35,0.063,354.35
46060,94083,3730,1,187.74,0.159,187.74
46061,33269,715,1,371.74,0.008,371.74
46062,96466,2462,5,226.52,0.1,1132.6
46063,56901,3146,1,68.27,0.166,68.27
46064,102391,6518,5,180.44,0.245,902.2
46065,75782,7196,1,35.2,0.013,35.2
46066,22285,3105,1,347.67,0.167,347.67
46067,81597,588,1,349.48,0.026,349.48
46068,24131,5286,2,226.54,0.151,453.08
46069,80420,6638,3,25.28,0.024,75.84
46070,27040,6866,5,229.47,0.119,1147.35
46071,11001,6228,5,246.79,0.246,1233.95
46072,78084,2298,3,257.87,0.058,773.61
46073,19105,5537,4,397.92,0.01,1591.68
46074,25941,885,1,84.9,0.175,84.9
46075,73895,1852,2,21.76,0.042,43.52
46076,94989,1633,5,224.85,0.212,1124.25
46077,59073,1006,4,184.27,0.027,737.08
46078,102272,568,1,120.43,0.143,120.43
46079,63483,2696,4,243.79,0.082,975.16
46080,23110,2956,1,193.88,0.198,193.88
46081,115477,2740,3,194.7,0.112,584.1
46082,49466,7036,3,324.39,0.079,973.17
46083,1694,3529,3,350.47,0.222,1051.41
46084,87476,6926,2,169.82,0.041,339.64
46085,74199,4607,1,38.86,0.058,38.86
46086,96184,3649,1,326.29,0.207,326.29
46087,115637,7141,4,55.63,0.035,222.52
46088,44218,5649,4,168.56,0.197,674.24
46089,56101,5554,3,404.34,0.13,1213.02
46090,75212,5697,3,146.84,0.191,440.52
46091,45463,4680,3,233.65,0.048,700.95
46092,16954,2914,1,31.36,0.199,31.36
46093,64166,5070,3,121.11,0.127,363.33
46094,29944,7666,2,20.2,0.243,40.4
46095,79971,469,5,408.67,0.104,2043.35
46096,114544,372,5,388.85,0.201,1944.25
46097,54410,3183,5,267.69,0.082,1338.45
46098,87295,7029,1,129.25,0.133,129.25
46099,88994,7232,4,156.17,0.209,624.68
46100,26226,3646,1,169.09,0.247,169.09
46101,12776,5796,4,155.32,0.08,621.28
46102,84965,7814,4,420.13,0.153,1680.52
46103,54057,7146,3,398.33,0.089,1194.99
46104,16069,5647,4,391.7,0.027,1566.8
46105,73317,1140,3,132.78,0.157,398.34
46106,13541,7033,3,275.54,0.151,826.62
46107,98669,4107,2,130.55,0.016,261.1
46108,107107,4875,5,61.5,0.038,307.5
46109,11138,6794,1,100.66,0.206,100.66
46110,41519,4482,3,391.17,0.139,1173.51
46111,80163,4177,5,189.07,0.238,945.35
46112,51452,2633,5,313.18,0.055,1565.9
46113,47237,1603,2,71.66,0.148,143.32
46114,63561,3753,4,51.67,0.201,206.68
46115,113671,5025,2,101.56,0.163,203.12
46116,5710,2549,1,341.09,0.23,341.09
46117,20574,4509,5,136.29,0.112,681.45
46118,10076,5653,1,358.76,0.167,358.76
46119,30599,1668,3,215.22,0.171,645.66
46120,48006,5292,3,32.45,0.007,97.35
46121,95221,6073,2,233.45,0.198,466.9
46122,73820,5502,1,145.99,0.202,145.99
46123,9260,709,1,152.96,0.061,152.96
46124,93653,662,1,137.89,0.165,137.89
46125,94984,6388,2,354.21,0.121,708.42
46126,87365,881,5,49.99,0.102,249.95
46127,60683,7265,2,341.02,0.04,682.04
46128,29006,5446,2,131.78,0.245,263.56
46129,47943,2602,4,229.61,0.042,918.44
46130,70321,6423,3,21.95,0.035,65.85
46131,6170,2413,5,105.29,0.239,526.45
46132,79758,5987,5,47.59,0.213,237.95
46133,101372,721,4,374.58,0.138,1498.32
46134,112447,3745,3,454.78,0.043,1364.34
46135,84579,6800,2,190.54,0.217,381.08
46136,63845,816,1,349.54,0.247,349.54
46137,38182,2907,2,415.85,0.143,831.7
46138,86092,2882,3,64.63,0.053,193.89
46139,2040,3705,3,381.18,0.165,1143.54
46140,44594,2932,5,275.86,0.096,1379.3
46141,8156,5767,2,277.64,0.163,555.28
46142,93004,1314,1,325.99,0.239,325.99
46143,47115,3964,1,83.63,0.079,83.63
46144,68941,7375,4,70.84,0.106,283.36
46145,71008,3719,3,10.71,0.077,32.13
46146,20794,3628,2,97.48,0.141,194.96
46147,8305,7234,5,243.78,0.14,1218.9
46148,118255,5703,4,183.22,0.244,732.88
46149,16522,978,1,351.48,0.088,351.48
46150,16070,327,4,73.88,0.084,295.52
46151,18101,5126,5,394.65,0.124,1973.25
46152,65268,6370,5,42.89,0.213,214.45
46153,99749,1158,1,280.22,0.133,280.22
46154,6118,3828,5,8.41,0.094,42.05
46155,47813,6092,3,254.74,0.238,764.22
46156,105637,5895,1,305.84,0.162,305.84
46157,26753,5176,3,94.19,0.227,282.57
46158,65543,4535,3,106.87,0.022,320.61
46159,100741,7174,2,203.25,0.016,406.5
46160,94915,5697,1,178.97,0.014,178.97
46161,15266,767,5,371.32,0.116,1856.6
46162,97153,741,4,419.01,0.064,1676.04
46163,29500,2256,3,332.44,0.051,997.32
46164,14896,5486,5,162.2,0.22,811.0
46165,109937,6499,1,203.26,0.087,203.26
46166,50796,6298,1,309.92,0.219,309.92
46167,27573,5582,2,27.78,0.162,55.56
46168,101557,7117,5,7.9,0.23,39.5
46169,37044,2436,4,324.09,0.135,1296.36
46170,85737,563,4,156.47,0.125,625.88
46171,94205,780,2,328.01,0.137,656.02
46172,118991,3586,3,136.5,0.048,409.5
46173,65686,2986,1,55.12,0.174,55.12
46174,7327,6679,1,138.99,0.036,138.99
46175,52225,1776,4,136.51,0.224,546.04
46176,4632,1760,4,198.22,0.238,792.88
46177,59897,581,4,267.07,0.124,1068.28
46178,33407,2348,1,412.76,0.092,412.76
46179,31330,2877,1,14.52,0.24,14.52
46180,437,4740,2,246.03,0.168,492.06
46181,96932,5320,5,196.71,0.003,983.55
46182,60435,5026,5,122.32,0.017,611.6
46183,20189,4051,2,222.15,0.026,444.3
46184,88956,3337,1,150.18,0.175,150.18
46185,93320,523,1,459.7,0.055,459.7
46186,93046,6613,3,431.14,0.097,1293.42
46187,72419,405,2,115.82,0.011,231.64
46188,117816,6152,1,345.2,0.184,345.2
46189,101207,6574,4,269.23,0.189,1076.92
46190,21865,2866,5,193.79,0.212,968.95
46191,73670,5961,1,83.31,0.009,83.31
46192,30758,6216,1,273.84,0.155,273.84
