status_history_id,order_id,status,changed_at,changed_by,reason
32379,10882,packed,2024-03-28T08:38:01,system,
32380,86016,created,2024-02-22T01:56:48,warehouse,
32381,65498,cancelled,2025-02-22T02:18:33,system,payment_failed
32382,75529,shipped,2024-09-14T10:21:15,ops,
32383,45755,shipped,2024-05-31T06:26:59,payment_gateway,
32384,7435,cancelled,2024-12-11T02:56:04,warehouse,payment_failed
32385,118531,shipped,2025-05-01T03:25:16,system,
32386,1169,paid,2024-01-17T09:54:30,system,
32387,99531,delivered,2024-07-17T17:45:14,warehouse,
32388,86721,paid,2025-03-11T08:51:04,system,
32389,5276,packed,2025-10-14T10:41:14,system,
32390,113707,delivered,2024-05-19T05:06:28,payment_gateway,
32391,13348,packed,2025-01-09T17:16:00,warehouse,
32392,19455,delivered,2025-06-21T09:42:15,system,
32393,48222,packed,2024-04-02T03:03:43,system,
32394,66776,paid,2025-06-02T20:15:28,user,
32395,19433,packed,2024-08-13T01:48:33,payment_gateway,
32396,53384,paid,2024-10-10T17:33:10,system,
32397,32007,packed,2024-05-25T21:25:11,user,
32398,12955,paid,2025-12-09T23:51:43,ops,
32399,49364,delivered,2025-05-12T00:04:54,ops,
32400,7971,created,2025-01-20T23:31:14,payment_gateway,
32401,55554,delivered,2026-01-17T07:10:34,payment_gateway,
32402,109689,paid,2025-08-31T04:41:50,payment_gateway,
32403,47247,cancelled,2025-07-14T04:35:32,warehouse,payment_failed
32404,84253,paid,2025-03-29T23:15:38,system,
32405,117371,packed,2025-07-13T02:24:57,ops,
32406,116790,created,2025-04-03T00:41:36,warehouse,
32407,56929,delivered,2024-10-09T10:10:19,system,
32408,29308,paid,2024-04-20T19:09:06,warehouse,
32409,43286,packed,2024-09-18T22:22:19,ops,
32410,81967,packed,2024-02-26T08:54:26,system,
32411,42587,delivered,2025-02-17T04:38:27,system,
32412,15580,cancelled,2024-06-12T11:44:06,ops,customer_request
32413,69478,delivered,2024-02-29T02:09:52,ops,
32414,6917,created,2024-07-28T11:19:35,ops,
32415,110272,shipped,2024-09-03T05:35:45,payment_gateway,
32416,17689,packed,2025-05-18T04:35:15,ops,
32417,43036,delivered,2024-12-15T10:23:03,ops,
32418,17049,packed,2024-09-15T23:13:20,warehouse,
32419,90882,delivered,2024-11-19T08:00:36,warehouse,
32420,28610,delivered,2025-03-10T07:08:28,user,
32421,66307,delivered,2024-01-23T00:14:30,warehouse,
32422,29403,paid,2025-08-20T08:19:11,warehouse,
32423,66259,created,2025-11-11T21:06:37,payment_gateway,
32424,48386,shipped,2025-04-07T03:44:17,system,
32425,57571,shipped,2026-02-20T04:10:01,warehouse,
32426,95355,delivered,2025-11-28T20:17:22,ops,
32427,13800,delivered,2025-08-11T22:30:20,ops,
32428,89360,delivered,2025-07-15T00:34:24,system,
32429,86533,shipped,2025-03-31T18:11:02,user,
32430,68184,delivered,2024-11-22T11:34:56,warehouse,
32431,36155,shipped,2024-07-31T07:15:25,warehouse,
32432,94578,packed,2024-10-17T03:00:44,payment_gateway,
32433,45957,paid,2024-09-17T22:49:17,user,
32434,35491,shipped,2025-01-11T02:22:39,system,
32435,20302,delivered,2024-03-28T13:17:33,warehouse,
32436,91870,cancelled,2024-01-18T16:15:03,user,fraud_check
32437,42105,shipped,2024-02-12T06:04:13,warehouse,
32438,44419,delivered,2025-01-20T00:35:28,system,
32439,31850,delivered,2024-06-22T05:59:25,warehouse,
32440,114432,packed,2024-11-05T16:02:33,system,
32441,74187,created,2025-03-15T01:31:20,ops,
32442,72238,paid,2024-08-25T05:14:05,warehouse,
32443,53747,delivered,2025-05-22T20:54:17,payment_gateway,
32444,117552,paid,2024-11-03T08:36:16,ops,
32445,34569,delivered,2025-11-16T15:05:23,user,
32446,113425,delivered,2025-10-01T15:39:47,user,
32447,52459,paid,2025-01-27T15:42:49,warehouse,
32448,52566,paid,2025-09-17T12:45:04,warehouse,
32449,15801,paid,2024-06-08T04:05:42,system,
32450,71354,cancelled,2024-04-17T06:08:18,system,out_of_stock
32451,28845,packed,2024-12-29T17:44:42,user,
32452,114781,shipped,2024-03-16T19:03:01,system,
32453,31701,cancelled,2024-09-04T06:24:57,ops,out_of_stock
32454,60469,packed,2024-10-07T03:34:54,system,
32455,76914,paid,2024-11-11T17:02:12,warehouse,
32456,81415,packed,2025-03-12T17:02:03,system,
32457,45337,packed,2024-07-30T03:48:24,user,
32458,19775,paid,2025-11-06T00:35:22,ops,
32459,91551,packed,2025-09-29T15:59:02,user,
32460,15581,cancelled,2025-10-24T17:21:55,warehouse,customer_request
32461,102478,paid,2024-03-17T00:29:27,payment_gateway,
32462,70011,paid,2025-07-11T18:32:49,system,
32463,91451,shipped,2025-10-07T11:53:02,ops,
32464,62479,shipped,2025-06-24T15:58:04,system,
32465,51374,shipped,2024-01-31T10:37:22,payment_gateway,
32466,31066,delivered,2025-01-17T06:53:57,payment_gateway,
32467,106708,shipped,2025-02-28T05:58:17,payment_gateway,
32468,20860,packed,2024-09-21T14:05:55,system,
32469,42753,packed,2025-04-22T16:43:36,ops,
32470,69117,packed,2025-05-31T01:33:09,system,
32471,62819,packed,2024-01-15T23:01:54,payment_gateway,
32472,10759,cancelled,2024-10-31T02:28:30,user,out_of_stock
32473,28724,delivered,2025-12-21T18:40:39,system,
32474,33998,delivered,2025-02-05T09:52:43,system,
32475,71621,paid,2025-06-27T22:22:49,payment_gateway,
32476,66295,packed,2024-04-01T00:17:18,payment_gateway,
32477,107387,packed,2024-11-11T12:57:33,system,
32478,79625,created,2025-03-03T07:00:15,payment_gateway,
32479,37590,shipped,2024-03-28T02:24:52,payment_gateway,
32480,111946,packed,2024-08-15T11:34:44,system,
32481,55569,delivered,2024-07-24T16:22:28,ops,
32482,43536,delivered,2025-05-15T15:08:59,warehouse,
32483,51872,paid,2025-05-23T20:59:42,ops,
32484,19120,delivered,2025-02-11T10:41:31,ops,
32485,61062,delivered,2024-01-28T20:37:36,payment_gateway,
32486,15471,paid,2025-06-30T21:07:24,payment_gateway,
32487,70487,packed,2025-05-13T18:03:26,warehouse,
32488,115780,packed,2024-12-28T07:18:11,warehouse,
32489,48357,paid,2024-06-13T22:03:58,user,
32490,76200,paid,2024-04-23T07:03:33,warehouse,
32491,28919,shipped,2024-09-11T10:00:12,warehouse,
32492,57754,shipped,2024-03-20T20:52:01,warehouse,
32493,55967,refunded,2025-09-14T09:39:52,ops,chargeback
32494,46368,delivered,2025-01-26T21:09:43,user,
32495,63481,created,2024-05-25T06:57:11,system,
32496,26041,shipped,2025-05-16T22:21:46,payment_gateway,
32497,89690,delivered,2025-03-21T00:38:30,warehouse,
32498,80610,delivered,2024-04-16T14:54:42,user,
32499,305,delivered,2026-01-07T11:57:11,warehouse,
32500,9541,delivered,2024-03-02T23:38:21,warehouse,
32501,85033,paid,2025-05-04T02:50:31,system,
32502,24614,delivered,2026-01-17T11:42:42,payment_gateway,
32503,28818,paid,2024-11-19T01:16:40,system,
32504,28424,created,2024-05-02T06:35:33,payment_gateway,
32505,38787,cancelled,2025-01-16T19:25:22,system,customer_request
32506,6859,paid,2026-01-06T13:23:22,payment_gateway,
32507,71756,paid,2024-10-09T00:56:46,ops,
32508,74097,delivered,2025-05-16T13:32:53,ops,
32509,81175,packed,2025-06-24T23:17:54,user,
32510,39927,shipped,2024-10-15T22:47:37,warehouse,
32511,86688,created,2025-03-10T09:12:35,payment_gateway,
32512,2311,delivered,2024-10-05T22:51:32,ops,
32513,11815,created,2024-08-17T08:12:13,system,
32514,35962,paid,2024-06-06T04:13:55,user,
32515,5281,delivered,2024-03-09T16:44:36,warehouse,
32516,82393,shipped,2025-03-18T18:23:59,ops,
32517,40094,created,2024-02-07T22:50:47,payment_gateway,
32518,85451,packed,2026-02-07T15:09:11,user,
32519,80792,delivered,2025-07-15T05:10:00,system,
32520,38996,shipped,2025-03-18T04:57:46,payment_gateway,
32521,74922,delivered,2025-03-04T05:29:00,system,
32522,62094,delivered,2025-03-14T11:51:59,warehouse,
32523,8150,delivered,2025-07-09T01:45:24,payment_gateway,
32524,56949,delivered,2024-09-20T15:52:14,system,
32525,15147,cancelled,2024-06-12T12:06:40,user,payment_failed
32526,30803,delivered,2024-08-05T16:40:32,user,
32527,64307,paid,2025-12-28T08:07:59,user,
32528,15974,packed,2025-02-07T14:24:46,payment_gateway,
32529,8689,delivered,2024-09-20T06:46:41,ops,
32530,82029,delivered,2025-04-14T12:44:57,ops,
32531,52126,paid,2024-02-16T13:11:39,ops,
32532,85168,delivered,2025-03-09T21:50:04,user,
32533,63414,created,2025-10-30T23:00:49,system,
32534,84418,delivered,2024-08-21T14:57:04,payment_gateway,
32535,117008,paid,2025-07-13T07:34:25,system,
32536,25050,delivered,2025-07-21T09:56:50,system,
32537,103032,paid,2024-01-29T00:56:06,user,
32538,119721,packed,2024-04-30T09:46:32,user,
32539,89260,shipped,2026-01-09T19:34:22,warehouse,
32540,40774,packed,2024-12-30T00:43:36,ops,
32541,6288,shipped,2024-10-17T16:14:44,system,
32542,84704,packed,2025-12-24T13:18:31,payment_gateway,
32543,44896,paid,2025-03-22T23:49:56,warehouse,
32544,72279,cancelled,2025-05-15T12:38:25,system,payment_failed
32545,87166,packed,2025-03-25T04:27:46,payment_gateway,
32546,82989,cancelled,2024-01-17T19:08:41,user,payment_failed
32547,22530,paid,2025-05-14T14:37:47,ops,
32548,47437,paid,2024-10-27T20:55:21,system,
32549,94470,delivered,2025-02-09T22:11:37,warehouse,
32550,34664,created,2025-08-29T11:33:49,system,
32551,86034,paid,2024-12-04T14:16:57,payment_gateway,
32552,61564,delivered,2025-10-13T04:04:48,payment_gateway,
32553,57928,packed,2025-02-28T03:15:24,warehouse,
32554,96954,paid,2024-06-29T22:11:31,payment_gateway,
32555,97612,packed,2025-02-24T19:21:05,payment_gateway,
32556,39355,shipped,2025-12-24T23:52:54,system,
32557,38808,paid,2024-12-30T13:33:29,ops,
32558,66664,shipped,2025-05-24T06:58:52,user,
32559,26378,shipped,2024-11-12T02:17:27,ops,
32560,42376,paid,2024-12-12T01:48:45,warehouse,
32561,48665,created,2025-02-14T04:37:59,ops,
32562,101762,delivered,2025-03-13T09:45:30,payment_gateway,
32563,28314,shipped,2026-01-02T22:57:49,system,
32564,110455,shipped,2025-05-18T15:52:29,payment_gateway,
32565,82097,delivered,2024-06-21T11:19:58,system,
32566,76148,paid,2024-11-26T16:24:44,ops,
32567,93383,paid,2026-01-02T22:15:27,user,
32568,99357,created,2025-11-01T10:23:44,warehouse,
32569,74031,packed,2024-11-04T01:00:28,system,
32570,62759,cancelled,2024-01-14T09:41:14,warehouse,fraud_check
32571,107028,packed,2025-02-16T01:37:26,payment_gateway,
32572,57434,delivered,2024-06-28T11:40:45,user,
32573,69013,refunded,2025-12-22T02:47:56,user,return
32574,72530,paid,2024-09-29T22:27:50,system,
32575,112730,packed,2024-10-09T01:42:39,payment_gateway,
32576,36295,paid,2025-01-22T21:17:04,system,
32577,87806,paid,2024-07-12T05:26:31,ops,
32578,98412,cancelled,2024-12-01T10:41:14,system,out_of_stock
32579,21697,refunded,2026-01-12T11:06:47,system,chargeback
32580,1094,packed,2024-05-09T01:21:17,ops,
32581,37625,paid,2024-09-23T21:07:32,system,
32582,6575,shipped,2024-01-16T01:44:18,user,
32583,25809,shipped,2025-12-19T21:22:11,user,
32584,9030,shipped,2024-11-27T18:29:31,ops,
32585,103097,delivered,2025-07-31T22:07:13,system,
32586,112664,paid,2024-09-01T20:26:51,warehouse,
32587,25062,packed,2026-01-28T03:03:30,ops,
32588,94249,paid,2024-11-20T08:53:33,warehouse,
32589,47868,paid,2025-09-03T01:16:32,user,
32590,1147,paid,2025-07-16T09:56:36,ops,
32591,68956,cancelled,2024-11-13T11:34:18,system,fraud_check
32592,77763,cancelled,2025-06-05T23:33:51,ops,customer_request
32593,88394,delivered,2024-05-15T06:19:37,warehouse,
32594,63625,paid,2025-07-13T01:48:11,ops,
32595,88186,cancelled,2025-10-24T02:43:10,ops,customer_request
32596,101819,packed,2025-10-28T18:49:22,warehouse,
32597,118457,cancelled,2024-08-03T21:30:30,ops,customer_request
32598,98383,cancelled,2025-10-20T11:49:42,warehouse,payment_failed
32599,21073,delivered,2024-11-27T00:56:14,user,
32600,24626,packed,2025-08-20T16:01:28,user,
32601,79054,shipped,2024-06-15T22:52:50,user,
32602,65269,delivered,2024-10-05T20:10:26,system,
32603,87837,created,2024-05-19T22:56:54,system,
32604,101833,delivered,2025-01-15T03:54:46,ops,
32605,59756,cancelled,2025-12-25T09:49:40,user,customer_request
32606,78993,shipped,2024-09-15T20:25:13,user,
32607,23295,shipped,2024-03-08T12:22:23,user,
32608,4453,paid,2025-03-02T15:18:05,payment_gateway,
32609,91994,shipped,2024-10-18T22:47:12,warehouse,
32610,68018,shipped,2025-12-30T06:33:04,payment_gateway,
32611,31470,packed,2024-11-11T10:51:44,ops,
32612,106628,shipped,2025-09-13T11:54:24,ops,
32613,109451,paid,2025-04-08T07:47:15,user,
32614,76593,packed,2025-09-04T10:41:56,ops,
32615,15303,delivered,2025-07-14T15:36:15,user,
32616,29887,created,2025-05-02T01:16:02,ops,
32617,80724,paid,2025-07-07T07:28:18,payment_gateway,
32618,64975,delivered,2025-04-15T12:56:19,payment_gateway,
32619,29251,packed,2025-06-20T17:50:17,user,
32620,115117,shipped,2025-10-11T03:29:26,ops,
32621,54034,paid,2024-06-23T15:37:13,user,
32622,51140,shipped,2024-06-16T23:29:42,system,
32623,85766,packed,2024-07-12T08:44:54,system,
32624,79847,refunded,2024-08-24T02:30:48,user,service_issue
32625,4311,refunded,2024-08-22T01:52:50,system,return
32626,93347,packed,2025-01-16T02:31:15,payment_gateway,
32627,22146,packed,2025-01-04T08:32:30,warehouse,
32628,5580,paid,2024-02-15T07:10:14,user,
32629,101967,delivered,2024-06-25T01:05:16,ops,
32630,71863,packed,2024-09-17T12:36:07,warehouse,
32631,7293,packed,2024-09-29T22:51:50,ops,
32632,38513,paid,2025-09-09T17:22:33,payment_gateway,
32633,21556,refunded,2024-12-08T21:38:40,user,return
32634,45445,refunded,2025-09-10T00:34:32,ops,return
32635,61455,delivered,2024-08-20T10:32:07,user,
32636,77458,delivered,2024-12-24T08:57:44,system,
32637,58187,cancelled,2024-01-29T14:46:46,warehouse,payment_failed
32638,35414,paid,2024-04-06T08:12:27,warehouse,
32639,30891,cancelled,2025-04-23T07:56:42,ops,out_of_stock
32640,96686,paid,2024-05-24T19:51:05,user,
32641,92459,created,2025-01-09T16:15:38,ops,
32642,72233,packed,2026-01-19T04:01:49,warehouse,
32643,20850,paid,2026-02-05T17:01:45,ops,
32644,11374,packed,2024-02-17T13:15:23,payment_gateway,
32645,98906,delivered,2025-12-15T10:30:28,warehouse,
32646,117453,delivered,2024-04-03T11:18:33,user,
32647,66759,paid,2024-03-27T13:10:44,user,
32648,73781,paid,2024-01-11T00:38:58,user,
32649,97616,paid,2025-11-28T09:19:38,system,
32650,86880,delivered,2024-05-17T10:39:56,user,
32651,113668,packed,2024-04-04T14:18:46,system,
32652,103600,packed,2025-10-02T09:24:28,ops,
32653,7649,shipped,2025-03-26T15:00:31,system,
32654,23450,delivered,2025-11-27T18:24:05,warehouse,
32655,53539,cancelled,2025-12-28T20:41:51,user,customer_request
32656,106365,shipped,2024-08-17T20:13:57,user,
32657,103515,shipped,2026-02-09T05:13:47,user,
32658,54735,paid,2025-07-10T13:48:48,system,
32659,71575,created,2025-02-09T10:02:36,payment_gateway,
32660,68876,cancelled,2026-02-06T18:58:46,user,customer_request
32661,74209,packed,2026-01-08T03:34:26,user,
32662,72606,created,2025-06-03T23:47:09,system,
32663,30027,delivered,2025-01-02T00:07:24,system,
32664,81132,delivered,2025-02-12T10:39:27,payment_gateway,
32665,58058,delivered,2025-08-04T04:16:58,ops,
32666,67792,packed,2024-05-11T05:22:22,system,
32667,18442,paid,2025-03-02T17:57:58,user,
32668,101929,delivered,2024-11-11T15:52:23,ops,
32669,117452,paid,2024-08-01T12:26:42,user,
32670,22780,paid,2025-05-11T05:01:20,user,
32671,80631,paid,2024-06-12T21:40:03,warehouse,
32672,60755,packed,2024-05-15T22:49:26,user,
32673,18221,delivered,2024-05-29T10:33:05,warehouse,
32674,12835,packed,2025-04-25T00:33:26,warehouse,
32675,13116,packed,2024-06-24T06:37:27,warehouse,
32676,5752,created,2024-07-24T16:30:48,ops,
32677,32642,packed,2025-10-23T18:19:00,system,
32678,55143,packed,2024-03-06T21:55:48,ops,
32679,21143,cancelled,2024-12-13T05:20:38,payment_gateway,customer_request
32680,31706,shipped,2024-09-13T09:53:32,ops,
32681,36773,delivered,2024-03-30T20:19:57,user,
32682,50893,paid,2024-06-26T06:03:41,payment_gateway,
32683,64833,paid,2024-08-28T23:06:09,system,
32684,84722,delivered,2025-04-01T00:51:58,ops,
32685,62770,shipped,2024-12-24T12:54:27,system,
32686,62538,paid,2024-08-23T18:48:50,payment_gateway,
32687,107580,cancelled,2025-03-16T14:51:05,warehouse,payment_failed
32688,39912,delivered,2025-09-27T15:18:14,system,
32689,33496,shipped,2025-12-27T10:48:51,user,
32690,79872,delivered,2025-08-03T06:49:35,warehouse,
32691,7411,delivered,2024-03-02T13:23:32,ops,
32692,110357,created,2025-01-21T12:25:07,ops,
32693,14317,paid,2025-08-15T12:23:29,payment_gateway,
32694,41597,paid,2025-05-05T15:36:47,payment_gateway,
32695,98024,paid,2024-02-03T04:55:28,user,
32696,117138,packed,2025-11-05T06:47:09,ops,
32697,48448,packed,2026-02-18T07:20:22,system,
32698,15635,delivered,2025-03-26T08:15:18,ops,
32699,9892,delivered,2025-11-13T16:56:05,payment_gateway,
32700,93165,delivered,2025-03-19T04:04:03,system,
32701,70063,delivered,2025-10-28T01:40:27,payment_gateway,
32702,107925,packed,2024-02-11T18:25:15,ops,
32703,118428,shipped,2025-10-09T06:07:18,payment_gateway,
32704,83714,delivered,2025-11-14T00:48:24,warehouse,
32705,47238,packed,2026-01-25T18:01:22,ops,
32706,79289,paid,2025-10-12T20:13:12,ops,
32707,49924,packed,2024-12-21T14:46:35,payment_gateway,
32708,108838,shipped,2025-08-22T01:03:29,ops,
32709,36754,paid,2025-12-03T23:13:57,payment_gateway,
32710,31278,paid,2025-07-28T00:38:10,payment_gateway,
32711,47687,paid,2024-12-21T20:24:32,ops,
32712,7377,packed,2026-01-05T03:24:33,system,
32713,52828,delivered,2024-11-17T22:59:44,user,
32714,114533,cancelled,2024-05-25T00:45:18,system,customer_request
32715,7732,shipped,2025-02-06T00:42:01,payment_gateway,
32716,105835,packed,2026-01-22T13:29:07,system,
32717,95341,delivered,2025-03-27T10:29:08,system,
32718,2821,packed,2024-07-20T11:39:39,system,
32719,45481,created,2024-05-31T21:44:20,warehouse,
32720,106619,paid,2024-06-01T07:38:55,warehouse,
32721,88669,paid,2024-02-24T17:51:04,ops,
32722,45714,paid,2026-02-19T11:16:39,user,
32723,50422,created,2024-11-24T01:49:29,ops,
32724,98535,delivered,2024-09-22T02:54:46,payment_gateway,
32725,54852,created,2024-08-02T19:03:11,user,
32726,105123,shipped,2025-08-03T14:40:07,warehouse,
32727,90184,shipped,2024-08-09T04:28:30,system,
32728,55105,cancelled,2024-08-29T22:14:25,ops,customer_request
32729,108378,packed,2025-01-05T21:32:02,ops,
32730,25802,created,2024-06-17T06:15:48,ops,
32731,65136,packed,2024-03-31T17:38:30,system,
32732,99239,created,2025-04-18T23:19:44,system,
32733,9047,delivered,2025-10-01T20:58:57,user,
32734,51958,delivered,2025-04-03T18:33:46,ops,
32735,17164,delivered,2024-01-31T02:54:16,system,
32736,24946,created,2024-12-06T14:05:30,payment_gateway,
32737,86751,shipped,2025-11-21T06:02:43,system,
32738,61712,delivered,2024-05-06T00:40:37,user,
32739,51569,delivered,2025-05-12T12:24:45,user,
32740,61592,delivered,2026-01-04T03:02:04,ops,
32741,108514,paid,2025-03-04T06:25:33,payment_gateway,
32742,66112,paid,2025-03-07T07:49:13,ops,
32743,57735,paid,2024-11-10T11:02:52,system,
32744,80095,delivered,2025-09-08T02:17:01,user,
32745,59352,delivered,2025-03-08T08:04:30,warehouse,
32746,13600,created,2026-01-10T22:45:26,user,
32747,37390,packed,2025-09-29T19:34:08,payment_gateway,
32748,40328,shipped,2025-12-09T09:40:55,user,
32749,116289,paid,2024-02-22T02:34:02,payment_gateway,
32750,65897,paid,2024-04-09T05:43:38,warehouse,
32751,44998,packed,2025-09-28T09:04:39,user,
32752,100624,delivered,2024-03-10T04:30:09,payment_gateway,
32753,44554,packed,2024-11-10T22:17:44,warehouse,
32754,88912,created,2024-06-28T15:34:24,system,
32755,55569,delivered,2024-07-14T09:22:28,ops,
32756,99020,packed,2025-02-12T08:55:52,user,
32757,103076,shipped,2025-01-18T14:25:55,system,
32758,4721,packed,2025-12-27T18:34:28,warehouse,
32759,71325,created,2025-01-24T01:37:55,ops,
32760,99790,delivered,2025-02-16T21:24:49,payment_gateway,
32761,2049,paid,2024-07-18T21:52:36,payment_gateway,
32762,63436,created,2024-09-03T08:39:00,payment_gateway,
32763,35910,paid,2024-08-12T16:27:32,user,
32764,29814,delivered,2025-02-28T00:25:52,payment_gateway,
32765,32027,created,2024-05-28T11:31:10,user,
32766,15609,packed,2024-12-09T17:17:29,payment_gateway,
32767,19780,cancelled,2026-01-16T04:04:58,ops,customer_request
32768,44269,refunded,2025-08-30T05:28:17,ops,chargeback
32769,25367,refunded,2025-09-28T12:23:31,user,return
32770,81781,cancelled,2024-04-23T13:41:23,warehouse,fraud_check
32771,69403,delivered,2024-02-01T23:49:24,payment_gateway,
32772,119823,created,2024-03-07T10:09:08,ops,
32773,87050,delivered,2025-01-27T01:33:30,warehouse,
32774,58848,paid,2025-04-13T00:16:10,payment_gateway,
32775,36807,paid,2025-02-11T00:03:54,user,
32776,118941,shipped,2025-01-05T07:39:28,user,
32777,28970,shipped,2024-04-14T20:56:35,payment_gateway,
32778,64744,delivered,2024-05-05T14:05:03,warehouse,
32779,44381,cancelled,2024-07-31T09:40:27,payment_gateway,out_of_stock
32780,107730,packed,2024-03-22T10:28:35,payment_gateway,
32781,77436,packed,2025-12-20T13:49:48,ops,
32782,63885,shipped,2025-10-06T14:13:36,user,
32783,74623,shipped,2024-08-09T12:42:36,ops,
32784,48417,delivered,2025-08-27T02:49:06,user,
32785,99348,shipped,2025-01-04T20:12:43,user,
32786,88318,delivered,2025-03-09T03:49:23,payment_gateway,
32787,1204,packed,2024-06-11T15:06:13,system,
32788,23720,packed,2025-09-26T19:28:32,user,
32789,86598,paid,2024-03-07T07:12:39,warehouse,
32790,118794,created,2024-11-15T23:51:26,user,
32791,99385,created,2024-01-26T23:39:08,system,
32792,31445,created,2024-02-09T06:23:24,system,
32793,782,delivered,2025-12-07T02:56:19,user,
32794,46321,delivered,2025-04-06T09:20:43,user,
32795,100329,packed,2025-06-02T12:31:15,ops,
32796,64795,paid,2026-01-20T21:59:41,ops,
32797,39015,delivered,2024-09-06T19:24:25,ops,
32798,99510,paid,2025-03-18T18:56:41,system,
32799,27438,paid,2025-10-25T09:28:17,warehouse,
32800,115304,delivered,2024-11-27T19:53:15,user,
32801,116074,created,2025-01-05T03:30:11,ops,
32802,4204,created,2024-07-26T01:55:25,payment_gateway,
32803,96991,paid,2025-11-12T08:50:13,payment_gateway,
32804,25845,cancelled,2024-05-05T00:05:39,ops,payment_failed
32805,286,packed,2024-01-23T11:03:49,ops,
32806,82980,packed,2024-08-19T17:40:43,ops,
32807,25122,paid,2026-02-01T12:58:53,user,
32808,37287,delivered,2025-02-04T07:06:47,payment_gateway,
32809,53032,shipped,2024-05-27T19:49:17,user,
32810,92800,paid,2024-11-25T00:36:40,system,
32811,7688,shipped,2025-07-10T02:50:08,ops,
32812,8949,delivered,2024-10-04T18:26:16,warehouse,
32813,85495,delivered,2024-10-25T05:07:50,payment_gateway,
32814,117313,cancelled,2024-01-08T11:12:28,payment_gateway,fraud_check
32815,63786,delivered,2025-08-11T03:54:08,payment_gateway,
32816,104574,packed,2026-02-19T06:38:37,user,
32817,38784,delivered,2024-12-09T03:11:35,warehouse,
32818,106268,delivered,2025-01-15T13:52:09,ops,
32819,70092,packed,2024-10-02T04:01:36,system,
32820,85202,created,2025-08-30T00:54:49,ops,
32821,53033,created,2025-04-21T05:33:57,ops,
32822,89646,cancelled,2026-01-16T20:46:15,system,fraud_check
32823,83093,paid,2024-05-22T19:53:42,ops,
32824,49166,paid,2026-01-04T12:00:06,system,
32825,58804,created,2024-10-22T21:46:52,payment_gateway,
32826,65184,packed,2025-09-06T05:21:52,user,
32827,17234,paid,2025-10-21T09:09:48,ops,
32828,84198,shipped,2024-11-02T06:58:27,payment_gateway,
32829,103977,delivered,2025-10-22T08:11:55,payment_gateway,
32830,53446,paid,2024-04-07T09:14:31,warehouse,
32831,4766,packed,2025-10-20T02:50:02,system,
32832,117296,paid,2024-03-22T06:45:05,payment_gateway,
32833,60846,delivered,2024-09-16T04:08:38,user,
32834,29751,paid,2026-01-06T20:15:47,ops,
32835,72226,delivered,2025-01-21T03:56:48,ops,
32836,67121,cancelled,2025-11-28T23:09:35,payment_gateway,out_of_stock
32837,22173,paid,2024-10-02T11:24:15,system,
32838,92578,delivered,2024-07-31T21:05:41,user,
32839,89733,packed,2025-05-01T21:05:38,ops,
32840,57093,paid,2024-07-11T21:18:41,user,
32841,253,paid,2025-10-22T13:50:22,system,
32842,89318,paid,2026-01-13T22:43:05,warehouse,
32843,31611,shipped,2025-04-12T04:48:37,ops,
32844,72068,paid,2024-04-22T00:45:21,warehouse,
32845,32805,shipped,2026-01-08T06:15:18,warehouse,
32846,116451,shipped,2024-02-04T06:58:38,user,
32847,2630,created,2025-11-24T03:26:25,ops,
32848,52559,delivered,2025-01-16T11:35:20,payment_gateway,
32849,23624,packed,2025-01-14T12:41:52,ops,
32850,87639,created,2024-08-14T00:04:10,payment_gateway,
32851,108015,cancelled,2024-12-26T04:28:47,ops,out_of_stock
32852,107831,paid,2025-09-09T10:07:54,payment_gateway,
32853,72861,shipped,2024-10-20T20:46:04,ops,
32854,47393,delivered,2024-06-17T22:48:13,system,
32855,4095,delivered,2025-02-27T18:07:05,user,
32856,105092,packed,2024-05-21T08:31:29,system,
32857,74398,cancelled,2024-02-01T09:48:34,user,fraud_check
32858,34023,paid,2024-10-14T06:24:37,user,
32859,87951,delivered,2025-02-25T16:11:22,warehouse,
32860,65622,paid,2025-11-03T08:38:29,user,
32861,95460,created,2024-06-23T09:45:29,warehouse,
32862,98571,paid,2024-06-24T14:41:59,ops,
32863,38524,paid,2024-04-01T02:05:48,payment_gateway,
32864,88073,packed,2024-07-02T20:21:53,user,
32865,118960,delivered,2024-03-18T20:35:22,ops,
32866,48147,cancelled,2026-01-29T05:27:59,payment_gateway,out_of_stock
32867,2579,created,2024-07-31T18:04:16,system,
32868,37947,shipped,2025-07-17T21:51:34,ops,
32869,78771,created,2026-02-18T14:09:50,user,
32870,5655,shipped,2024-07-21T09:09:50,user,
32871,85023,paid,2025-05-24T07:09:42,ops,
32872,34858,shipped,2024-06-01T22:05:45,user,
32873,104230,shipped,2025-03-22T11:07:59,payment_gateway,
32874,54379,packed,2024-02-09T02:21:13,ops,
32875,21247,paid,2024-08-01T04:04:15,warehouse,
32876,70758,delivered,2024-01-23T21:47:44,warehouse,
32877,89421,paid,2026-02-12T06:13:24,system,
32878,31871,shipped,2025-12-17T01:06:52,user,
32879,31892,paid,2025-10-20T23:18:28,payment_gateway,
32880,57883,packed,2025-03-21T16:46:08,warehouse,
32881,105109,delivered,2024-05-29T21:20:14,ops,
32882,107405,delivered,2025-03-25T15:55:52,ops,
32883,25887,created,2024-06-10T02:45:11,ops,
32884,119323,created,2025-12-27T07:35:00,user,
32885,119813,created,2024-03-03T13:26:07,ops,
